,content,ans
10,제품명에는 500ml 율무스킨이라고 되어있긴하지만 예전부터 사용하던제품이고 늘 2개묶음으로 구매했었는데 사진에는 두개욲음 올려놓으시고 그걸 한개씩 나눠서 판매하는곳이네요. 배송받고 당황스럽네요. 2개욲음도 13000원선이면 구매할수 있는데 저렴한줄알고 샀다가 낭패봤습니다,1
11,"예민피부 족입니다.
올굴에 수분이 부족한지 이마에 뾰루지가 한달 넘게 올라와 사라지지않아 매우 거ㅠㅠ 거슬려서 주문
스킨이라도 듬뿍해주어야 ㅋㅋㅋ
그런게 역시 트러블이 없이 여러번 레이어드하니 촉촉^^
이제 겨우 피부가 살것같아요
ㅠ",1
12,"최근에 몇년간 써본 결과 저에게 딱맞는게 너무 좋네요 .
나름 바쁜 아침에 간단하게 얼굴자극없이 미스트처럼 뿌리고 나가면 하루가 너무 좋아여
끈적임없이 자꾸뿌리게 되네요. 친구에게도 권장 했는데 지금은 같이 쓰고 있어요",1
13,"자극적이지 않고 가벼운 마무리에 아주 좋습니다.
가성비가 좋고 대용량이라 듬뿍 듬뿍 사용하는데 전혀 부담감이 없습니다.
사은품으로 같이 보내주신 실리콘 마스크는 아직 사용전입니다.
아주 가벼운 느낌이다 보니 사실 이 안에 많은 영양분을 기대하는 건 아니지만
싼 맛에 쳐발쳐발 하다 보니 뭔가 보습효과가 뛰어 난 거 같고 기분탓인지 안색도 개선된 듯 합니다",1
14,"학도 무키스 키는 몇 년째 사용하고 있는지 모르겠네요 정말 스캔으로는 용량도 크고 오래 사용하고 막 쓰기 아주 좋은 제품입니다 벌써 한 오년 넘게 계속 사용하고 있어요 추천해요 그런데 유통기한이 너무 짧은 걸 갖다 주는 거 아닌가요 ?
그거는 보내는 회사 쪽에서 계산을 했으면 좋겠네요",1
15,"이 제품은 몇년째 사용하고 있어요.
아무거나쓰면 피부가 확 뒤집어집니다..
피부가 민감성에 붉은기,트러블도 나오는데
악지성인 저에게도 사용하면 겉도는 느낌도없고 끈쩍임도없고 사계절 내내 사용하고있어요.
용량도 많고 수분팩으로 사용하는 지인도 있구여
잘쓰고있네요.",1
16,"아직 사용해보진않았지만 화해에서도 상위권에 있는 스킨제품이고 리뷰도 괜찮아서 구매해보았습니다.
피부타입이 화장품을 잘못써서 뒤집어지거나 잘못된적은 없어서 정착해서 쓰기보단 이것저것 좋다는거 다양하게 사용해보는 편이라 이제품도 괜찮았으면 좋겠네요",1
17,"오래전부터 풍성한 데일리용으로 사용했던 제품입니다.
그만큼 참 괜찮은 제품이라할 수 있겠지요 ? 여튼 전 참 만족하며 사용하는 제품으로 추천합니다.
오래전부터 풍성한 데일리용으로 사용했던 제품입니다.
그만큼 참 괜찮은 제품이라할 수 있겠지요 ? 여튼 전 참 만족하며 사용하는 제품으로 추천합니다.",1
18,"몇 년째 사용하고 있는 스캔 인지 모르겠어요.
자극도 없고 너무 순하고 좋아서 .....
일본에서 계속 직구 하다가 이번에 신세계몰에서 사게 됐는데 ....항상 수동 걸어서 말로 필요가 없습니다 너무 좋아요....... 추천합니다
혹시 사용해보지 않은 사람들은 한 번 사용해보세요.
정말 자극이 없고 순해서 어느 누구나 민감한 피부도 사용할 수 있습니다. 거의 오 년째 스키는 이것만 사용하는 거 같아요 .....
다른 화장품들은 브랜드 있는 비싼 거를 쓰고 있지만 스캔 만을 제가 하도 무키 스킨을 고집하고 있어요.....",1
19,저는 이 토너로 7스킨을 합니다. 그리고 스킨팩 솜도 사서 화장이 잘 먹고 싶은날 메이크업전에 1-2분씩 붙여가며 사용합니다. 그래도 용량이 크기 때문에 정말 오래쓰죠~ 공병도 주길래 냉장고에 넣어두고 아침 저녁으로 씻자마자 바로 뿌려줍니다. 그 결과 피부에 수분광이 돌고 화장도 잘먹고 피부에서 빛이 납니다. 저렴한 가격으로 피부과에서 관리 받은 것 같은 효과가 나니 정말 좋은것 같아요~ 저렴한 화장품이라도 관리만 잘하면 누구나 조금씩은 달라지는 것 같네요~,1
20,믿고쓰는 하또무기!! 하또무기 스킨 컨디셔너를 사용한지 벌써 3년째 되고 있어요 스킨팩으로도 사용할 수 있고 간단하게 피부결 정리도 할 수 있어서 유용해요 ㅎㅎ 무엇보다 대용량이라는거!! 오래 쓸 수 있어서 자주 사용하고 있네요 ㅎㅎ,0
21,가격도 저렴해 많이 바르다보니 얼굴에서 수분광이 돕니다. 역시 수분을 많이 공급해줘서 인지 화장도 잘 먹더군요~ 전 이 토너 바르고 적당한 유분이 있는 크림으로 마무리합니다. 유분기 있는 제품 바르는것도 중요합니다~ 이 제품 차갑게 보관하기 위해 냉장고에 공병을 넣어 덜어쓰는데 여름에 피부 온도를 떨어뜨려 시원하게 잘 쓴것 같습니다~ 모두 다같이 피부 여신되요❤️,1
22,"두통째 쓰고 잇어요 토너 대용으로
첫번째는 오프라인으로 삿는데 그때는 세일하기도 햇지만
노즐은 안 줬거든요
노즐도 줘서 너무 좋은 거 같아요
미스트마냥 쓸 수 잇을 거 같아요
그리고 속당김도 없고 여름에는 이거 하나 바르고 살앗어요
좋아요!!!!
뱌송도 엄청 빠르게 왔오요 ㅎㅎㅎㅎ",1
23,항상쓰던거라 구매했어요 ㅎㅎ 용량도크고 저렴해서 아주좋아요 최대장점은 순한거같아용 근데 용기가바뀐건가요??? 플라스틱이엿는데 말랑말랑한 용기로 바뀌엇네용 뭔가 용량이조금작아진듯한느낌이들기도하고ㅜㅜ아니겟죵 ㅎㅎ 아무튼 잘쓸게용~~,1
24,하또무기 처음 써봐요!우선 전혀 되직한 느낌없이 물에 가까운 제형이구요. 민감성 피부에도 따갑거나 자극된다는 느낌없이 가볍게 스며듭니다. 무매력이 매력인듯한 느낌?! 근데 엄청나게 촉촉하진 않아요ㅠㅠ 건성분들 참고하시구요전 닦토용으로 샀는데 양이 적당히 많아서 공병에 담아가지고 다니면서 쓰려고 합니다.,1
25,민감성 피부인 저에게 딱인 제품. 비싼 화장품 다 써봤지만 사용후 간지럽고 한데 이건 순해서 그런것도 없음 . 피부 민감성 복합성 여*름 많이난 친구 뉴** 쓰고 있는데도 안 좋아져서 이거 추천해줬더니 만족도 너무 좋음 계속 이거 사용중이래 . 싸다고 안쓴 친구는 있어도 한번 써본 친구들은 계속 찾는 애정템,1
26,마몽드 로즈워터 사용하고 있었는데 좋다고 그래서 한 번 써보려고 구입했는데 진짜 너무 좋네요 ~! 촉촉하니 끈적임도 없고 향도 없어서 좋아요~! 양도 많아서 샤워하고나서 온몸에 바르기도 좋네요! 앞으로 계속 사용할 것 같아요!,1
27,이거슨 전신용이라는 것을 여러분은 아시나요미스트 공병에 담아서 건조할때 뿌려보세요극건성인분들은 바디로션 바르기전에 챱챱 하신뒤 바디로션 사용하심 바디로션이 더 잘먹습니다 등에 손안닿는 분들도 저렇게해보셍..ㅛ..촉촉,1
28,이거 한번써보고 하또무기만 사용해요 되직한거 별로 근적거려서 안좋아하는데 이건 묽고 촉촉하고 좋아요. 아직 새로 받아본건 써보기전인데 똑같겠죠ㅎㅎ 18년8월제조일인데 하또무기는 잘나갈탠데 왜 제조일자가 한상 18년인지 모르겟네요 ㅋㅋ개봉전2년이 더 남아서 상관은없지만말예요~ 잘 쓰겟습니당,1
29,세안하고 나오면 바로 당기는 건조타입인데요.평소 수분보습에 신경을많이 쓰는편입니다 신경을쓴다해도 귀찮음이 합해지면 단계별로바르는거 생략하고 스킨만바를때도있거든요손에덜어서 사용하는것도 약간귀찮고 한두번정도만 발라지고 ...하또무기는 스프레이로 사용하는데 편리성 굿입니다 물론 피부에스며드는것도 굿~~~보통6-7번스프레이로 뿌리는편입니다 어떨땐 스킨만바르고 잘때도있어요 그만큼 촉촉하답니다 4통째사용하고있어요 수분보습에 신경을쓰시는분이라면 강추강추^^,1
30,기존에 쓰던 제품으로 벌써 몇통째 비웠는지 모르겠네요~ 건성피부라 7스킨이 필수인데 대용량에 가격도 착해서 부담없이 7스킨 할 수 있어 너무 좋아요~ 하나 아쉬운건 제조년도가 18년도 여름이더라구요ㅠ 3통이나 샀는데 제조년도가 좀 더 최근이었으면 더 좋았을 것 같아요,1
31,가격대비 너무 좋아요~ 넌 솜으로 한 번 닦고 손에다 덜어서 한 번 더 발라줘요! 시간있을땐 두세번 더 뚜들깁니다! 그러면 화장할때 수분광이 자연스럽더라고요~ 그리고 가끔 솜에 뭍혀서 팩처럼도 활용해요~ 용량이 많으니까 부담없이 팍팍 쓰게 되더라고요~ㅎㅎ,1
32,"매우심한 민감성인데 약국화장품외엔 맞는게 없거든요
민감성도 트러블 안난다는후기보고 혹시나하는마음에 구매했는데
하루사용해봤는데 트러블 안올라오는거같아요
역시 일본사람들이 물건은 참 잘만드는거같아요 화장품도!
심한민감피부에 적극추천합니다
하또무기제품 하나씩사봐야겠어요
배송도빠르고
비닐포장까지단단하게 되어있는거보니 정품맞는거같아요
다음에도 판매자님꺼 살께요 잘쓰겠습니다~♡",1
33,원래 하또무기나 고쿠쥰 같은 네이버광고겁나때리는제품들 주위에서 좋다그래도 안썻는데근데 이번겨울 일본여행에서 드럭스토어에서 하또무기 스킨 수분크림젤싸길래 대충 사서 몇일써봤는데 아니겁나 스킨 2번만 레이어링 해도 춉쳑 솜에잔뜩적셔서 드라이기쓸때 팩하면 짱좋 그래서 암튼한국오자마자 주문이염,1
34,세안후 첫토너로 사용합니다 3스킨 후 기초올리는데 저는 사진처럼 스프레이뚜껑 끼워서 얼굴에 직접 분사해서 사용합니다~ 너무 힘들고 피곤한날 이것만 하고 자도 건조하지가 않아요~ 트러블 잘생기고 민감해서 안맞으면 간질간질 붉은기도 올라오고 하는데 이건 잘 맞아요~ 사실 순하다는 느낌은 없지만 제 피부에 잘 맞는것같아요! 대용량이라 퍽퍽쓸수있어서 더 좋구요~ 항상 올리브영 오프라인에서 구매하다가 적립금도 쓸 겸 온라인구매해서 저렴하게 잘 샀네요~ 한 여섯통째 쓰는것같은데 하또무기 율무스킨과 라로슈포제 미셀라워터는 단종된다하면 쟁여야하는 필수품입니다,1
35,빠른배송만족해요 그치만 하나가 밀봉되어잇엇르나 겉 봉투 여니까 주르르 흘럿어요 뚜껑이 안닫혔더라구요 ㅠㅠ그래도 그냥 별다섯세드렸어요 빨리받아서 ㅎㅎㅎ 담에 또 구매할테니 아이디 기억했다가 공병 하나더써비스주세용><,1
36,깔끔하게 잘 배송되어서 좋습니다. 저번에 다른 사이트에서 데오드란트 구매했을때는 집에 왔을때 제품이 다 새서 왔던 기억이 있어서 혹시나 이번에도 그러면 어쩌지하는 걱정이 조금 있었는데 포장 깔끔하게 해서 잘 왔습니다.만족합니다.,1
37,"괴물 용량 .. 가격 대비 가성비는 좋아욤. 이렇게 가득한 스킨 얼마 없는데 .. ㅋㅋㅋㅋ .. 정말 부담 없이 쓸 수 있는 건 참 좋은 것 같고, 가격도 착하고 특별한 향은 나지 않지만 그래서 더 부담이 없는 건 장점이네요. 그런데 따로 미스트 용기는 여기선 주지 않네요 .. 그건 좀 아쉽긴 하네요 다른 곳에선 주는 것 같던데 ..",1
38,"넘좋아요!!
금액대비가 좋다기보다는, 금액이 좀 나가도 사게될꺼같아요!!
남편이 올인원화장품을 사줘도 잘 안발랐었는데
하또무기 한번 발라보라고
화장솜에 스킨팩 해줬더니 한뒤로 자기껏도 구매해달라해서
하나더구매하려구용 ㅎㅎ
좋은제품 많이많이 만들어주세요~",1
39,정품인데 배송빠르고 좋네요 전에시켰던곳은 10흘 정도 걸렸는데.마침 스킨 다떨어져서 견본품 사용하던 찰라 타이밍 오졌어요~!!그리구 요즘 갑자기 날씨 넘넘 추워지고 건조해지는 바람에 얼굴 당기기 시작했는데 휴대용 미스트통까지 보내주셔셔 들고 다니면서 수시로 뿌릴수있어서 좋네요!!!굿굿 가격.배송.서비스 모두 매우만족입니다~,1
40,뚜껑을 갈아 끼워서 사용하고 있어요 많이 묽어서 바를때 화장솜을 이용하는게 좋을거같아요 저는 습관이 안되서 손으로 바르려니 흘러내려서 불편했어요 여러 번 덧발라줘도 부담없고 끈적임이 없어서 좋네요 에센스도 듬뿍듬뿍~~,1
41,한 삼일정도 사용햇는데 트러블나는건 없구요 알콜땜에 첨엔 따가펌는데 점점 괜찮아져요 성분도 너무좋고 가격도좋고 대용량이라 진짜 좋아요 일단 더 써보고 화해어플에 후기남길게요~~ 거기에 후기가 한개도없더라구요 ㅋㅋㅋ 지금 피부도 부드럽고 매끈해진느낌이고 피부톤이 좀 밝아진느낌이에요 아직은 느낌상이라 좀더 써봐야될듯해요 제형은 완전물토너고 향은 독하진않은듯하고 현재는 닦토하고 히알루론산스킨한번더발라주고잇어요 그러면 훨씬더 촉촉해요 ㅋㅋㅋ 솔직히 올리브0 에잇는 하또무기보다 성분훨나아요 ㅋㅋㅋ,1
42,끈적거리지 않고 묽어서 흡수도 잘 되고 좋아요. 여름이라 더운데 바르고 나면 시원하고요. 무엇보다 자극적이고 유해한 성분이 하나도 없어서 안심하고 쓰는 것 같아요. 용량이 커서 어제부터 7스킨 하고 있는데도 아직 한참 남네요. 팍팍 쓸 수 있겠어요 ㅎㅎ 강추합니다. 다음에 또 구매할게요.,1
43,"겨울이라 그런지 자꾸 이마와 입주위에 트러블이 올라와서 고민이 많아 주문했습니다.
세안후 잔여물을 닦아주면 좋겠다는 생각이 들어서요. 로션성분도 들어있다고 해서, 닦아 낸 후 크림으로 바로 덮어도 겨울에는 보습도 되고 좋을 거 같아요.
약산성이라고 들었는데, 트퍼블이 진정되면 좋겠어요.",1
44,"향도 없고 물같은 제형으로 사용하기 부담 없습니다. 영양이 풍부한 제품을 원하시면 실망하실거고, 저처럼 닦아내기 편한 제품늘 찾는 분 또는 펑펑 사용해도 되는 제품 찾는 분께는 적당할 듯합니다. 하루 사용하고 쓰는 후기라서 피부에 얼마나 좋은지는 잘 모르겠네요. 참 국제배송이라 시간이 조금 걸리는거 같아요.",1
45,부재시 경비실에 맡겨달라했는데 집에있었는데 인터폰 누르지도 않고 방문안해서 보니 경비실에 맡겨뒀네요. 그래서 찾으러 갔다왔습니다. 배송관련된것만 제대로 됐으면 좋겠네요. 상품은 아직 써보진 않았지만 괜찮으면 자주 쓸거같아요,1
46,정말 좋네요~! 제가 지복합성 피부였는데 이걸로 7스킨법 해주고 나니세수 후 당기는 것도 많이 없어진거 같아요제품 자체가 많이 순하기도 해서 피부에 자극된다는 느낌도 없어요왜 유명템인지 알 것 같네요!대용량이라 막 바르기도 좋고 가격도 착해서 너무 추천 합니다!!,1
47,자극없고 사용하기 좋습니다. 심한 건성인데 ㅡ 스킨이라 보습은 잘 모르겠지만 저렴하고 좋네요,1
48,지인 추천으로 구매했었는데 용량도 크고 제형도 끈적거리지 않고 향료나 자극성 성분이 없어서 안심하고 쓸 수 있어요 ㅎㅎ 스킨 향은 일반 스킨이랑 똑같은데 제형이 물같은 제형이라 흡수도 잘 되고 흡수 다 된 후에는 시원하네요. 강추입니다 ㅎㅎ 앞으로 잘 쓸게요. 다 쓰면 재구매하겠습니다. 좋은 상품 감사합니다!,1
49,늘 사용하는 제품 입니다 저렴하게 잘 구입해서 사용하고 있답니다,1
50,항상쓰는거라 추가구매했어요,1
51,물스킨대박 좋아요~ 피부가 민감해서 아무 화장품 못쓰는데 유일하게 스킨+미스트 제품류는 이것저것 쓰거든요.그러다보니 갖고있는 제품이 많은 그중 와따긴 해요~로션이나 크림을 가려 발라야되서 늘 얼굴이 건조한 편이라서 스킨+미스트류를 많이 바르는 편이거든요.순하고 덜 땡겨서 좋습니다,1
52,자극없고 좋아요 용량도 마음에 듭니다,1
53,스킨은 이것만써요 스킨팩해도 촉촉하고 진정도 되고 좋아요정말,1
54,스킨 이걸로 사용하고부터 계속이거써요. 피부정돈해주는 느낌이라 좋아요.,1
55,항상 쓰는 제품입니다. 작은 스프레이에 담아 쓰고 있어요 최고예요,1
56,늘 쓰던거라 또 주문했어요! 미스트통에 넣어서 사용하는데 좋아요,1
57,순해서 온가족이 사용하고 있어요~,1
58,늘 저렴하고 친절해요,1
59,여기서 사는게 좋은듯 다들 여기서 사세요 제발 금액도 적당하고 확실히 좋은 스킨,1
60,매번 이용하고 있어요. 부담 없는 가격이라 시간 날 때마다 칙칙 뿌려요,1
61,대용량에 착한가격에 수분감까지 ㅠㅠ 제 애정템이에용 하또무기 짱~!,1
62,빠른 배송으로 잘 받았습니다. 가격대비 가성비가 좋은 상품이네요.,1
63,봄부터 가볍게 쓰기에 이거만큼 좋은게 없는 것 같아요ㅎㅎ,1
64,늘 사용하는 제품 입니다 저렴하게 구매했어요,1
65,항상잘쓰고 있는 인생템 이에요 방사능 기모띠,1
66,예전에 썻는데 여름에 시원히 쓰기 놓아요,1
67,닦토는 무조건 이것만씁니다 ㅎㅎ,1
68,용량좋고 오래쓰기에는 쵝오!,1
69,"대용량 스킨 수분보충으로는 가성비 최고입니다
화장솜에 적혀서 얼굴에 붙이세요",1
70,"가벼운 사용감의 수분 충전 토너, 빠른 배송으로 잘 받았습니다.",1
71,양도 많고 촉촉한 느낌이라 계속 쓰게 되네요,1
72,좋아요 항상 잘쓰고있는 재품입니다!!,1
73,좋은 가격에 구매해 만족합니다,1
74,토닦하는데 사용하고 있습니다!,1
75,늘 쓰던거 저렴하게 잘샀어요,1
76,늘쓰던거라 만족합니다. 대용량이기도 한데 순하고 향도 강하지않아. 우연히 썼다가 쭉 쓰는중이네요~,1
77,수분감이 적당해 부분팩으로 활용해서 쓰니 좋네요. 피부 정돈과 가벼운 보습~,1
78,넉넉히 발라도 끈적이지 않아서 피부를 닦아내기에 좋은 스킨토너예요.,1
79,"저렴하면서 만족도 높습니다
포장을 아주 단단히 해서 보내주셨네요",1
80,몇통째인지 모르는 이 제품! 닦토로는 최고인듯염! 강추,1
81,아직 안써봤는데 후기가 좋와서 기대되네요~,1
82,어떤 악당이 지 카드로 결제했네요,1
83,진짜 좋아여! 완전 촉촉 그자체,1
84,매번쓰는데 용량이 커 좋아요,1
85,고야어라니마츠차개다라룰,1
86,만족합니다~~~자주사용해요,1
87,이 제품은 정말 순하고 물처럼 자극이 정말 없어요 너뮤 좋아요 이제춤 한 15개는 쓴거같아요 추천,1
88,"용량도 많고 가격이 저렴하네요
분사형으로도 사용할 수 있어서 위생적이고 더
간단하게 사용가능해서 좋아요",1
89,피부 정돈에 아주 좋아요♡♡,1
90,"클렌징 워터처럼 써도 좋고, 가벼운 보습과 산뜻한 느낌을 주는 토너예요.",1
91,순하고 가격대비 사용감이 무난합니다. 향이 자극적이지 않아 괜찮아요.,1
92,세일가로 좋은 가격에 여러개 구매해서 잘 쓰고 있어요. 가성비 좋아요.,1
93,대용량이고 가볍고 순한 보습감이라 부담없이 닦아내기 좋습니다.,1
94,수분감이 산뜻하고 향도 자극적이지 않아 무난한 스킨토너입니다.,1
95,항상 쓰고있는 제 인생템 단종될까 후달려유~,1
96,미스트용으로 구매했습니다. 배송이 빨라요.,1
97,이쁘네요 잘사용할게요 ㅎㅎ,1
98,좋은..근데일본거지만ㅜㅜ,1
99,닦토용으로 너무 좋아요.,1
100,예전부터 항상 사용하던 제품인데 저렴하게 구매해서 좋네요 배송도 진짜 빨리 왔어요!!,1
101,세안 루에 피부결 정리하기 좋은 것 같아요. 화장솜에 촉촉하게 적셔서 고민 부위 올려놓으면 마사지도 되고 좋아요.,1
102,딸애가 이제품만 사용하네요 그래서 한번에 두개 구매합니다,1
103,이틀차인데 일단 트러블은 안나고 되게 저작극인가 같아요,1
104,좋아요 자극없고 용량도 크고 향도 강하지 않아 좋습니다,1
105,대용량이라 아낌없이 스킨팩으로 쓰고 있어요,1
106,다시 주문하는 겁니다. 이번에는 더 꼼꼼하게 포장도 해서 보내주셨네요. 감사합니다.,1
107,일본꺼라 좀 그런대 싸고 가볍게 쓰기 좋아서 ..,1
108,솜에묻혀서 스킨팩하기에 좋아요~,1
109,전 이것만 몇년째써요 ㅎㅎ,1
110,빠른 배송으로 잘 받았습니다. 어제 주문했는데 오늘 도착했어요. 용량이 많고 가격도 좋아요.,1
111,화장솜에 적셔서 닦아내는 토너 혹은 클렌징 워터 대용 정도로 쓰기 좋아요.,1
112,"피부결 정돈에 순한 저자극 스킨토너, 가격 좋고 용랑도 많아요.",1
113,순하고 대용량에 케어할수있어서 스킨은 늘 요것만써요 ㅎㅎ,1
114,"넉넉한용량에 긴유통기한
넘맘에들어요",1
115,항상 재구매해 쓰고잇럿오,1
116,애용하고있어요 잘쓸게여,1
117,산뜻하고 좋습니다.,1
118,정말좋죠...ㅎㅎㅎ,1
119,아무때나 잘 쓰고 있습니다. 항상 부족하지 않게 집에 준비해 놓습니다.,1
120,"가성비 최고.!
데일리로 피부결 정리로 쓰고 있어 비싼 제품을 굳이 사용할 필요가 없다고 생각합니다.
일본 제품이라 좀 양심에는 걸리지만 솔직히 이정도 가격 제품을 아직 찾지못하고 있어 구매했습니다.",1
121,가격대비 사용감이 괜찮아서 재구매해서 잘 썼어요. 수분보충 토너로 무난합니다.,1
122,고야아아아차라라디ㅣ디,1
123,"양이 넉넉하고 가격도 저렴한 토너, 산뜻한 사용감으로 화장솜에 적셔서 닦아내는 토너로 쓰기 좋습니다.",1
124,빠른 배송으로 잘 도착했어요. 끈적임 없는 수분 가득 토너예요.,1
125,"끈적이지 않는 질감의 스킨 토너, 화장솜에 적셔서 쓰기 좋네요.",1
126,자극없고 대용량이라 넉넉하게 쓸수 있어서 좋아요,1
127,지금 10통 넘게 꾸준히 쓰는데 막 쓰기 좋아요,1
128,세일중이라 좋은 가격에 여러개 구입해두었어요. 빠른 배송으로 잘 도착했어요.,1
129,토너는 이것만 씁니다 순하고 좋아요,1
130,"늘 사용하는 제품.
재구매 의향있음",1
131,늘쓰던거~촉촉하고 좋아요~,1
132,좋아서 재구매중임다,1
133,"피부결 정리하는 토너로 쓰고있어요
포장이 부서져서 왔어요ㅜㅜ",1
134,"항상 사용하던 제품인데, 일본제품 불매운동 동참하느라 오랜만에 주문했어요!!
여전히 좋네요..
촉촉하고 산뜻한 타입이에요. 닥토로 쓰면 너무 좋아요! 순하고 용량도 짐승입니다.
배송빠르고 포장도 꼼꼼했어요!",1
135,화장솜에 듬뿍 적셔서 수분팩으로 쓰고 있습니다. 배송이 빠르네요.,1
136,늘쓰던거라서 만족하고 사용하고 있어요,1
137,좋습니다 스킨으로 이것만씁니다!!,1
138,상품평이 좋아 엄마것도 구매했어요. 다른곳보다 저렴해서 스킨 많이 쓰는데 얼른 겟했네요.,1
139,주문한 상품들 모두 빠짐없이 꼼꼼하게 잘 받았습니다. 빠른 배송 감사합니다.,1
140,"피부에도 순한 느낌이고, 가격대비 용량도 넉넉해서 구매할 때마다 잘 쓰고 있어요.",1
141,"출산하고 나서 피부가 예민해져서 많이 고생했는데 이걸 찾았어요~
문제 없이 계속 쓰는중입니다~많이 파세요~",1
142,"배송 잘 받았습니다.

아직 사용전이라 잘 모르겠어요.

가격 저렴하고 좋아요.",1
143,상품평이 좋아 롯대에서 단시간 저렴하게 판매해 얼른 구매했어요.,1
144,대용량이라 많이 써도 오래 쓸수 있고 피부도 촉촉하고 좋아요,1
145,처음써보는제품이라 아직까지는 잘모르겠네요 잘쓰겠습니다,1
146,"오래전부터 풍성한 데일리용으로 사용했던 제품입니다.
그만큼 참 괜찮은 제품이라할 수 있겠지요 ? 여튼 전 참 만족하며 사용하는 제품으로 추천",1
147,"항상 사용하는 제품이었는데, 일본 제품 불매운동에 동참하느라 한동안 안쓰다가 오랜만에 샀어요!!
여전히 좋네요... 두통사서 친구랑 한통씩 나눠쓰니 딱 좋아요 :)
배송 빠르고 안전하게 잘 포장해주셨어요!!",1
148,늘 사용하는 제품 믿고 씁니다,1
149,항상쓰던거 재구매합니다ㄹㅎ,1
150,아주 좋습니다잘쓰고있어요,1
151,가격만큼 좋와요~ 잘쓸께요,1
