,rating,time,content,label
46,평점5,21.04.12.,"항상 하다라보만 쓰는데 촉촉하고 쫀쫀해요
완전 강추!",1
47,평점5,21.04.10.,"항상 주문하는 하다라보~

쵝오입니다~ ^^b",1
48,평점5,21.05.02.,촉촉하고 좋아요. 잘삿습니다,1
49,평점5,21.04.05.,항상 이 제품 쓰고 있는데 피부 자극 적고 종일 촉촉하고 좋아요~,1
50,평점5,21.04.14.,건성피부에 적합해서 늘 쓰는건데 이젠 노재팬 해야할것 같네요.,1
51,평점5,20.12.13.,순하고 조금만 발라도 보습력 좋아요~,1
52,평점5,21.04.06.,촉촉하고 좋아요. 재구매의사 있어요,1
53,평점4,21.03.30.,항상쓰는제품입니다~ 좋아요~,1
54,평점4,21.04.04.,항상 쓰던거라 잘 구매했어요,1
55,평점5,21.04.11.,좋아요오 다음에 쓸게요,1
56,평점5,21.04.21.,"좋아요
항상 재구매해요",1
57,평점5,21.04.05.,늘쓰던거예요 빠른배송감사합니다,1
58,평점5,21.04.20.,감사합니다 잘 사용하겠습니다,1
59,평점5,21.03.21.,트러블이 안나서 굳이 다른 거 찾아 쓰지 않고 이것만 꾸준히 사용하네요,1
60,평점5,20.12.13.,2년쯤 쓰고있어여 트러블 제일 안나고 촉촉 ㅎㅎ,1
61,평점4,21.03.26.,"아이가 사달라고 해서 샀네요
써보니 괜찮아요",1
62,평점5,21.04.06.,4년째 사용중입니자. ㅇ넉시,1
63,평점5,21.04.02.,"늘 사용하는 제품입니다.
빠른 배송 감사합니다",1
64,평점5,21.03.29.,배송빨라서 좋아요~,1
65,평점5,20.11.12.,스킨이 순해서 몇통째 쓰다가 요새 약간 건조해서 처음으로 로션을 써보니 보습력도 좋고 자극이 없어서 만족합니다.,1
66,평점5,21.04.05.,빠른 배송 감사합니다,1
67,평점5,20.11.26.,두번째재구매중 촉촉한데 발람성이괜찬아 만족하네요~,1
68,평점5,21.03.14.,항상 쓰는거라 좋고 최저가로 잘샀네요.,1
69,평점5,21.03.09.,배송도 빠르고 저렴하게 구매했어용,1
70,평점5,20.11.22.,항상 애용합니다. 너무 좋아요,1
71,평점1,21.03.23.,"배송문의해봐도 답변없고 전화도 안받고 다시는 여기서
구매하지 않을 것 입니다.",0
72,평점5,21.03.28.,이거만끔니다 항상항상,1
73,평점5,21.03.12.,피부에 잘 맞는 좋은 제품입니다!,1
74,평점5,20.11.11.,촉촉해요 넘 좋아요,1
75,평점5,21.03.09.,잘 받았습니다. 감사합니다,1
76,평점5,21.02.12.,겨울마다 구매하는제품. 만족합니다.,1
77,평점4,20.11.02.,역시 고쿄준 만족합니다,1
78,평점3,20.10.23.,냄새가 조금 이상하지만 (제품 특성상) 만족합니다,0
79,평점5,20.10.21.,항상 사용하는 좋은 제품입니다. 촉촉해요,1
80,평점5,20.10.08.,아주 촉촉해서 너무 좋아여,1
81,평점5,20.10.31.,항상 쓰는 제품입니다 좋아요좋아요 ~,1
82,평점4,20.09.30.,항상 쓰는거여유 맘에 들어요 촉촏라고 보습력 굿굿 맘에 듭디다,1
83,평점4,20.10.09.,그냥 꾸준히 쓰고 있어요.,1
84,평점5,17.01.07.,"이렇게 빨리 도착할 줄은 꿈에도 몰랐는데....매우 빨리 잘 받았구요고맙게 잘 사용하겠습니다.앞으로도 애용 할 의사가 있으니 좋은 상품 많이 많이 준비해 주시구요빠른 배송 부탁합니다.그리구여 찌질리 상품(린나이 가스보일러 274,000원 이라 구매했는데 전화가 하여 설치비 10만원이라하고서는 현장에 설치하러 왔다가 17만원 추가해야한다는 그런 상품)은 취급하지 않았으면 합니다",1
85,평점5,21.01.22.,신랑이랑 아들이같이써서 매번주문합니다,1
86,평점5,20.10.05.,지성이지만 부드럽고 잘 맞아요,1
87,평점5,20.09.26.,배송이 하루만에왔어요 급하게 시킨건데 곧 연휴임에도 불구하고 하루만에온게 너무 좋아요,1
88,평점5,20.12.29.,피부에 크게 자극이 없어서 쓰기 좋아요,1
89,평점5,20.09.13.,순해서 좋아요. 그리고 촉촉해요,1
90,평점5,21.01.12.,항상하다라보구매해요,1
91,평점5,20.09.05.,많이 싸고 배송 빠른건 만점이에요 써보고 한달사용후기 올릴께요,1
92,평점5,20.08.31.,매번쓰는건데 저렴한 가격에 구매했습니다,1
93,평점4,20.12.30.,저자극성 화장품이라서 좋아요,1
94,평점5,20.09.13.,소분해서 잘 쓰고있습니다!,1
95,평점5,20.08.27.,써보고 아주 좋아허 재구매 합니다.,1
96,평점5,20.11.12.,"예전부터 쓰고있는데 좋아요, 피부에 자극도 없고 부드럽고 촉촉하고 아주좋습니다..!",1
97,평점4,20.08.01.,이것만 바르기엔 약간 건조하지만 트러블 없어서 좋아요,1
98,평점5,20.08.18.,"몇년째 이것만 쓰고있어요
건성인데 촉촉하고요 이제 다른 로션 쓰면 건조하더라고요",1
99,평점4,20.12.13.,순하고 촉촉하고 좋아요,1
100,평점3,20.08.19.,배송도 빠른편이구 잘쓸께요,0
101,평점5,20.08.10.,늘쓰는거에요 좋아요,1
102,평점5,20.08.06.,늘 사용하던 거고 특히 여름에 가벼워서 좋아요,1
103,평점5,20.11.22.,매번 구매해서 사용해요 너무 좋아요,1
104,평점4,20.11.22.,꾸준히 중학생딸이 잘 쓰고있어요~,1
105,평점4,20.07.16.,늘 사용하는 제품임. 만족합니다.,1
106,평점5,20.11.26.,엄마가 계속 쓰시는 제품이예요,1
107,평점5,20.12.03.,"제 피부엔 이게 짱이긴한데 일본제품이라 좀 꺼려지긴해도 여태 이것만 써왔어서 ㅠㅠ
쓸수밖에 없네요 ㅠㅠ 제피부엔 잘 맞아요 인터넷으로 싸게 구입했어요",1
108,평점5,20.11.11.,"좋았어요 ㅋㅋ
그냥 편하게 세안후 사용하시면 좋구요
간혹가다 혹자는 모공을 막는 현상을 일으킨다고 하는데 저는 아직 잘 모르겠더라구요
그냥 편하게 올인원으로 잘 쓰고 있습니당",1
109,평점5,20.11.06.,냄새도 은은하고 제품 자체가 자극적이지 않아서 부담없이 바르기 좋은거 같아요 항상 잘 쓰고 있습니당!,1
110,평점5,20.11.14.,"항상 쓰던제품입니다
겨울되니까 건조해서 자주쓰게되네요",1
111,평점5,20.11.27.,정말 좋습니다. 만족합니다.,1
112,평점5,20.11.11.,한번써봐서는 나쁘진않은거같아요 꾸준히 써보게요,1
113,평점5,20.08.07.,ㅎㅎㅎ촉촉해서 조하용,1
114,평점5,20.11.17.,항상 쓰는 제품이라 재구매했습니다 ^^,1
115,평점5,20.11.14.,늘쓰는제품 배송도 엄청 빨랐음,1
116,평점5,20.10.22.,원래 쓰던거에요 만족합니다,1
117,평점5,20.11.12.,항상쓰던거라ㅎㅎ감사해요,1
118,평점4,20.11.12.,항상 사용하는 제품이예요,1
119,평점5,20.07.01.,수부지라 로션에 오일 들어있는거 쓰면 좁쌀여드 올라오는데 이건 촉촉하면서 트러블 잘 안올라와서 좋아요 여름에 쓰기엔 좀 끈적거리지만 이만한 로션 못찾겠어요,1
120,평점4,20.10.11.,"로션은 이것만써요
향이 없어서 젤좋고 즉각적으로 촉촉하고
화장전에 쓰면 정말좋습니다.",1
121,평점5,20.06.26.,"다른 에멀젼도 있는데 요것만 쓰게되네여. 진짜 물건입니다
가성비도 좋구요 ㅎ",1
122,평점5,20.10.09.,"항상 사용하는 제품입니다.
이마트에서 다른 물건 주문할때 쿠폰할인받아 싸게 구입할 수있어 만족합니다.
편하게 배송받아 사용할수 있어 감사합니다.
향도 좋고 발림성도 좋고 순한 제품입니다.",1
123,평점5,20.10.28.,촉촉하고 건조함이 사라져서 맘에들어요~,1
124,평점5,20.07.02.,순하고 촉촉해서 좋아요,1
125,평점5,20.07.10.,이것만 쓰네요 좋아요,1
126,평점5,20.11.09.,겨울에 쓰기딱좋네요,1
127,평점5,20.10.22.,자극없고 촉촉해요 ^^,1
128,평점5,20.07.04.,"일단 너무 좋은 가격이라 만족합니다
이것만 쓰면 피부에 뭐가 안나서 요것만씁니다",1
129,평점5,20.10.30.,배송 진짜 빠르고 저렴하네용 ㅎㅎ 굳,1
130,평점5,20.07.07.,ㅎㅎ항상씁니다. 감사합ㄴ디ㅏ.,1
131,평점5,20.06.25.,"5년째 쓰고 있어요
다른 로션 써도 건조한 느낌이라 다시 되돌아오게되네요",1
132,평점5,20.10.16.,항상 쓰던거지마 좋아요! 피부에 크게 자극없고 배송 굿,1
133,평점4,20.10.28.,배송 빠르게 잘 받았어요~,1
134,평점4,20.10.25.,배송빠르고 로션 좋음,1
135,평점4,20.10.19.,배송 빠르고 좋아요.,1
136,평점5,20.10.12.,순하고 좋습니다~~,1
137,평점5,20.07.21.,재구매합니다ㅎㅎㅎ♥️♥️,1
138,평점5,20.06.17.,쓰던건데 잠시 바꿨다가 다시 돌아왔어요! 이것만은 포기할 수 없어용ㅎㅎ 여자손사이즈랑 크기비교입니당!,1
139,평점5,20.06.13.,배송 빠르고 물건 잘받았습니다. 사업 번창하세요.,1
140,평점5,20.06.03.,배송도빠르고 좋은가격에 만족스럽습니다,1
141,평점4,20.10.11.,늘상 쓰던거라 믿고 구매 담에 또 올께요,1
142,평점5,20.10.15.,늘 쓰던거라 잘쓰겠습니다,1
143,평점5,20.10.16.,겨울이다 남자도 바른다,1
144,평점5,20.06.22.,잘 사용 하고있습니다. 좋은 제품 저렴히 판매해주셔서 감사합니다.,1
145,평점5,20.06.14.,I have been using it well. Thanks.,1
146,평점5,20.06.22.,배송과 상품 둘 다 만족합니다 추천합니다 굿,1
147,평점5,20.06.04.,상품만족 배송만족.,1
148,평점5,20.09.06.,촉촉하고 발림성이 좋아서 오랫동안 사용하기 좋습니다,1
149,평점5,20.09.15.,가성비가 증말루다가 기가막힌다고 말할 수 있습니다 !,1
150,평점2,20.09.20.,이거 바르고 트러블이 더 나는거같아요,0
151,평점5,20.09.18.,늘 쓰는거에요 계속 좋아요 순하고,1
152,평점5,20.05.28.,맨날 이것만 써요 넘나 조음,1
153,평점3,20.09.21.,건성인데 촉촉한편이에요,0
154,평점5,20.09.24.,끈적임 없이 종습니다.,1
155,평점4,20.09.22.,첨 써보는데 대만족,1
156,평점5,20.05.30.,배송도 빠르고 늘 쓰던거라 좋아요 ㅎㅎ,1
157,평점5,20.05.13.,일본 불매하다가 아무래도 제일 잘맞앗어서 이번만 마지막으로 씁니다 크후,1
158,평점5,20.05.12.,자극적이고 보습이 오랫동안 지속됩니다 트러블 무!,1
159,평점5,20.05.15.,아주 좋아요 오프라인보다 싸서 구매했어요~~,1
160,평점5,20.08.23.,흡수력도 좋고 다음날 아침에도 촉촉해요.,1
161,평점4,20.09.09.,가성비대비 최강의 로션이죠. 역시 일본,1
162,평점5,20.09.05.,계속 재구매하는 제품이에요,1
163,평점5,20.09.09.,항상 쓰던가에요 조아요,1
164,평점5,20.09.05.,항상쓰는거고 아주만족,1
165,평점5,20.09.10.,몇 년동안 쓰는 것 같아요 좋아요 재입고 되었으면 좋겠네요,1
166,평점5,20.09.10.,만족합니다. 감사합니다,1
167,평점5,20.08.20.,"저렴하게 잘 구매했고 촉촉해요, 아직은 대용제품을 못찾았어요",1
168,평점5,20.09.01.,항상 좋지요 뭐. 만만하니 최곱니다,1
169,평점5,20.05.05.,"한달 사용후 지금은 이것만 사용합니다.
고3 아들과 같이 쓰는데 둘다 건성피부라 상당히 만족하며 사용중 입니다~^^",1
170,평점5,20.03.16.,"유명한 제품인만큼 큰 기대를 갖구 주문을 하게되었는데, 기대한만큼 너무 만족스러워요! 촉촉하고 피부가 훨씬 좋아졌어요!!!!^^!! 재구매의사 200% 입니당💗",1
171,평점5,20.08.28.,좋은 묽ㆍㄱㄴ 좋은 가격 구매,1
172,평점5,20.08.06.,건조한피부라 항상쓰고있어요!촉촉하니 아주좋아요~~~,1
173,평점5,20.08.21.,로션중에 끝판왕이 아닐까 합니다,1
174,평점5,20.08.01.,건성 피부인데 아주 좋습니다.,1
175,평점5,20.04.26.,가성비 정말 좋은 제품이죠,1
176,평점5,20.08.12.,아주 좋아요 잘 쓰겠슴둥,1
177,평점5,17.03.10.,배송 빠르고 상품 좋아요 빨리 왔구요 무엇보다 포장도 잘되있어요 얼굴에도 잘 맞는거 같고 싼제품 잘 구매해서 기분이 좋네요 계속 쓰면서 추구로 주문해도 부방할거 같아요 꾸준히 써보고 또 좋으면 올게요 배송 빠르고 좋아요 배송 빠르고 좋아요배송 빠르고 좋아요,1
178,평점5,20.04.11.,"남편이 이것만쓰네요
항상쓰는
제품입니다",1
179,평점5,20.08.01.,배송 겁나 빨라서 기분이좋크든요.,1
180,평점5,20.04.10.,딴거 아무리 써봐도 결국 이거~~,1
181,평점5,20.08.06.,아주 빠르게 배송되서 좋아요,1
182,평점5,20.04.08.,저렴하게 잘 씁니다,1
183,평점5,20.07.26.,매번 사용하는 제품입니다. 김시합니다.,1
184,평점4,20.07.23.,"예전에 쓰다가 한동안 못쓰다가 다시 주문했어요!
트러블 나는건 잘 모르겠지만 조금 끈적거리고 답답한 느낌은 있습니당",1
185,평점4,20.07.21.,원래 하다라보 쓰긴하는데 인터넷으로 직접사는거보다 싸게 샀어요,1
186,평점4,20.03.24.,건조한 피부타입이 아니라면 정말 순하고 자극 없는 로션,1
187,평점5,20.07.20.,"늘 쓰는제품인데 저렴하게 잘 구매했어요
가성비 갑",1
188,평점5,20.03.29.,다른거많이 써봐도 하다라보가 제일 촉촉하고 좋음,1
