,content,ans
10,한번 사용해본 후로 이것만 사용하게 되네요~촉촉함이 오래 유지되는 편이고 발림성도 좋아요.향은 있는지 없는지 모를 정도라 별 신경이 안 써이고요.조금만 발라도 발린 느낌이나서 좋아요.이 곳이 제일 싸게 파는듯. 배송도 빨랐고요.,1
11,품질 좋은 저렴한 스킨 너무 좋아요. 저희집은 남자여자 구분없이 다 이제품 사용하는데요.물처럼 흐르는 스킨은 싫은데 적당히 쫀쫀하고 트러블도 없고 촉촉해요.원래 모이스처 스킨소프너 썼었는데 단종되고 이제품이 나온 것 같더라구요.병도 너무이쁘게 잘 만들었고 너무 좋습니다. 자주 이용할게요!,1
12,가격대비대만족 저렴한 스킨로션으로 마몽드 무궁화라인이 유명하다고해서 찾아보다가 여인닷컴이 제일 저렴해서 사봤어요 ㅎㅎ로션먼저 사고 몇주 뒤에 스킨샀는데 처음부터 기획으로 살걸그랫네요ㅜㅜ 아무튼!! 저는 스킨이 좀 더 피부에 쫙 스며드는게 짱 좋은거같아요 향기도좋구요 ㅋㅋㅋ 여름에는 무거울거같긴한데 여름제외한 건조한날에는 정말좋을거같네용 ㅋㅋㅋ 재구매의사 100퍼입니닷,1
13,"필요한 화장품을 좀 몰아서 같이 샀더니
샘플도 많이 챙겨주셔서 일단 기분 너무 좋았구요! 쓰던 화장품 중 스킨이 떨어져서 고민하다가 마몽드꺼 다시 써보려구요! 마몽드꺼 사용해봤을때 느낌이 좋았던 터라 기대중이요!",1
14,스킨 소프너가 필요할 때 딱 아모레퍼시픽 행사를 하더라구요. 모든 아모레퍼시픽 상품창에 할인쿠폰 이동창이 링크돼 있으니 다운받고 주문하려는데 쿠폰이 안 뜨더라구요. 헤메다가 보니 상품이 몇가지로 지정돼 있더군요. 오해없도록 정확한 구분이 필요할 것 같아요. 마몽드 순하고 좋아요.,1
15,"인기품목인지 매장에는 품절
매장에서 보고 구입합니다
인기품목인지 매장에는 품절이네요
가격도 저렴하고
바림성도 좋으며 흡수도 빨리 되고
향도 은은하니 자극적이지 않네요
로션보다 스킨을 배 이상 사용하는 저롯선
무겁지않고 산듯해서",1
16,맘에 들어요 잘 산것 같아요~ 원래 하다라보꺼만 쓰다가 갑자기 쓰기 싫어져서 구매를 했거든요 화장수로 닦아내며 쓰는거라 물같은게 싫어 ㅎㅎㅎ 테스트하고 구매한거라 인터넷이 훨씬 싸게 사서 기분이 좋네요 배송하신분도 친절하시구요 ㅎㅎㅎ 많이 파세요~,1
17,엄마 사용하려고 구매했어요. 원래 사용하는 브랜드가 있는데 스킨만 다써서 따로 구매해봐요. 촉촉한것 같아요. 샘플은 이것저것 사서 꽤 많이 왔네요.,1
18,엄마가 늘 쓰는 기초세트예요 성분도 좋고 촉촉하고 순해서 좋아요 믿고 쓰는 마몽드^^,1
19,"늘 사용하던 제품
싸게 잘 샀네요
아직 사용 전,,,
딥클린징,,, 사은품 맘에 들어요
75그람 양도 꽤 되네요^^",1
20,나 쓸려고 샀는데..포장되서 오니 기분이 좋으네요~~^^ 오랜만에 포장지 뜯어봐요ㅋㅋ 뽁뽁이도 세상꼼꼼하게 왔어요 쓰기도 전이지만 판매자님 정성에 감동입니다~~,1
21,얼굴엔 캐모마일쓰고여 등드름 가드름때문에 등 가슴엔 로션은 안바르고 보습좋은스킨 쓰는데 이게 딱 좋아요. 냄새도 넘 좋구여.,1
22,"징짜 이거는 저의 인생템입니다 ,, 한 5통 넘게 쓰고있는거같아욧 짱짱쵝오 절대 단종시키시면안돼요ㅠㅅㅠ",1
23,몇통 째 꾸준히 쓰고 있는 제품이에요. 무난해서 좋아요. 온라인으로 저렴하게 구입할 수 있어 좋네요,1
24,건조한 피부가 많이 좋아졌어요. 결도 부드러워지고 향도 좋고 만족합니다.,1
25,샘플써보고 좋아서 구매했어요. 고보습스킨이라 착착 붙고 촉촉해요.,1
26,가격도 싸고 좋은 제품입니다,1
27,촉촉하고 좋아영 잘쓸게요,1
28,가격대비 짱이네요 굿굿,1
29,"쓰던 제품인데 떨어질 즈음에 행사를 해서 냉큼 구매했어요.
스킨레이어링할 때 마지막 스킨으로 써요. 건성피부인데도 마지막 단계에 사용하면 촉촉함이 오래 가서 계속 사용하고 있어요.
보내주신 사은품도 잘 쓸게요",1
30,건성인데 항상 쓰는거예요~ 촉촉하고 자극적이지 않아 좋아요^^ 저렴하게 구매 잘했어요~,1
31,선물할려구샀는데 무난하고 괜찮아요 사은품도 보내주셨네요 잘 쓸께요,1
32,여름 빼고 나머지 계절에 수분기초 단계로 쓰기 좋은 것 같아요,1
33,"아들선물로 줬는데 좋다고해오
샘플많이보내줘서 감사합니다",1
34,잘사용하고있습니다 저렴한가격에 구매했어요,1
35,샘플과 마스크팩까지 완전 만족해요!,1
36,사계절 이거만 써요 좋아요,1
37,세통째인가 쓰는데.좋아요,1
38,늘 애정하는 애정템^^,1
39,빠른 배송과 샘플도 많이 주시구 감사해요 ㅎㅎ,1
40,너무 촉촉하고 순하고 좋습니다...,1
41,"착한가격좋은품질화장품같아요^^
처음써봤는데만족해서재구매해요~",1
42,은은한 향에 사용감 가볍고 촉촉하니 잘 발려요. 끈적임도 없어서 항상 사용하는 제품입니다.,1
43,"흡수도잘되고 악건성인데 건조함이 많이좋아졌어요 로션,에센스 다좋아요",1
44,엄마가 촉촉하다고 이것만 쓰세요,1
45,좋은거 같아요..!,1
46,"세라마이드 성분이 좋으니 삿어요
얼마나 있는지 모르지만 효과좋길 바랍니다.",1
47,두번째구매 내피부에잘맏으니 가격을떠나서 최고인듯하네요 굿!!이예요!!,1
48,물스킨이 아닌 약간 걸쭉한 제형이라 건조한 계절에 발라주기 딱이예용~~,1
49,항상 사용하던거라 구매해요 저한테는 잘맞아요,1
50,여기서 또 구매할께요,1
51,로션은 많이 남아서 스킨만 주문했어요 향도좋고 유통기한도 넉넉해요~,1
52,잘 받았습니다 잘사용중입니다 감사합니다 잘받았습니다,1
53,샘플까지 넉넉히 챙겨줘서 좋아요,1
54,재구매입니다 너무 좋아여,1
55,촉촉하고 너무좋아요,1
56,계속 사용하던 제품 구매했어요 특별한 이상없이 잘 사용 중,1
57,항상 마몽드 무궁화라인만 쓰고 있어요~ 항상 좋아요!,1
58,엄마가 스킨이 필요하다 하셔서 주문해봤어요! 가볍고 좋다 하십니다 :) 근데 정말 샘플 많이 주셨어요! ㅎㅎ잘 쓰고 또 시킬게요!,1
59,"걸쭉한 제형의 스킨이라서 겨울같은 건조한 계절에 쓰기 좋아요:)
가성비 짱짱입니다!",1
60,두번째구매입니다 흡수력도맘에들고 보습력도좋터라구요 가격부담없어 두세번덛바르니 좋은거같아요,1
61,빠르게 다쓰고 한통 더 주문했어요.. 대만족이에요,1
62,"유통기한도 길고 좋아요
매번사용하는제품",1
63,배송비포함해서저렴한가격에구매했어요,1
64,상품이 좋고 배송도 빠릅니다,1
65,엄마가 이것만 써서 두개 주문했어요~ 단종 될일 없겠죠?? 사은품도 많이주셧네요 마스크팩 세개 크림 두개!! 엄마 다쓰면 또 재주문할게요^^ 배송은 주말끼고 2-3일 걸렸습니당,1
66,"빠른배송 감사합니다~^^
엄마가 좋아하는 토너 칼배송",1
67,신랑이 남자 화장품 건조하다고 항상 마몽드 사달래요 ㅎㅎ,1
68,늘 사용하는거에요~~저렴한가격에 겟해서 좋아요^^,1
69,"재주문 했어요
마몽드 기초 너무 순하고 좋아요",1
70,늘사용하는 스킨이에용. 좋아요,1
71,좋아요 늘쓰던거 싸게삼,1
72,수부지에게 잘 맞아요,1
73,항상쓰던거 ..좋아요,1
74,늘계속 쓰는제품이에요^^ 어떤걸써도 요거못따라와요ㅋㅋ 늘 착한가격에 사은품까지 듬뿍챙겨주시고 감사합니다♡♡♡,1
75,촉촉해서 좋아요~ 자극적이지 않고 순해서 피부진정 시킬때 좋아요~,1
76,"촉촉하고 제 피부에 잘 맞아서 항상 쓰는 스킨인데, 이번에 구입할 땐 샘플도 많아서 더 좋았습니다.",1
77,계속 사용하던 스킨이지만 촉촉하고 흡수도 잘되요. 가격도 좋아서 계속 구입하게 되네요.,1
78,촉촉하고 향도 은은해서 좋아요,1
79,항상 쓰는 제품이에요 굿,1
80,엄마가 자주 사용하시는 거라 샀어요. 챙겨주신 것들 다 잘 쓸게요. 감사합니다~,1
81,마몽드는 기초 화장품으로 쓰기에 좋아요. 촉촉하게 잘 발리고 끈적임 없어서 자주 구입합니다. 가격도 저렴하기 만족합니다.,1
82,"향도좋고 맘에 들어요!

잘쓸께요~",0
83,마몽드 세라마이드 좋아요,1
84,"매번 쓰는 것들
좋아요",1
85,건성인데 이거만 써여,1
86,몇년째쓰고있어요추천하고싶어요,1
87,"이거 쓰다가 랑콤 핑크색 건성 스킨 쓰고 실망하고 다시 마몽드 쓰기로 했어요, 스킨 바르고 10분 뒤 경과해도 피부 촉촉하고 향이 향긋합니다.",1
88,배송 빠르고 워낙 오래도록 사용중인 제품입니다. 좋아요 마몽드 계절 별로 있어서...,1
89,"촉촉하니 좋아요 샘플도 3개나주시고 감사합니다.
또 애용할께요",1
90,사용해보고 맘에들어 또 구입합니다..,1
91,매번쓰는제품 너무 좋습니다,1
92,마몽드스킨 깔끔합니다~,0
93,"항상 쓰는 스킨 로션입니다.
촉촉하고 가성비가 아주 좋습니다.",1
94,항상 쓰고 있어요 매번 매장에서만 사서 쓰고 그랬는데 이렇게 주문해도 너무 좋네요 샘플도 많이 주시고 잘쓸게요 감사합니다,1
95,늘 쓰는거라 삽니다. 이번에는 사은품도 많이 주셔서 좋았어요,1
96,"튼튼한포장도 좋고, 배송빠르고,유통기간도 길어요",1
97,"제품 좋습니다
스킨소프너는 촉촉하고 좋네요",1
98,늘 쓰던 상품이라 잘 쓰고 있어요,1
99,좋아요 감사합니다 수고하세요,1
100,"재구매 했습니다
촉촉해요 ㅎㅎ",1
101,항상 쓰는데 촉촉하고 좋아요!,1
102,가격대비 품질은 좋아요,1
103,가격이저렴하네요 그럭,1
104,저렴하게 구입해서요,1
105,"건성피부에 잘 맞아요
촉촉해서 좋아요",1
106,"늘 쓰는데 좋아요
배송도 빠르고 좋아요
또 주문할게욤",1
107,정말 좋아요 감사합니다 ㅎㅎ,1
108,꾸준히 쓰는 제품인데 저렴한 가격에 득템했어용ㅎㅎ,1
109,좋습니다 항상 이거써요 피부가 좋아진거 같슴돠,1
110,늘 쓰던 제품 저렴하게 샀구 잘쓰겠습니다,1
111,너무촉촉하고좋아요 재구매각입니다,1
112,급하게 시켰는데 향이 너무 좋네요~~,1
113,순하게 매일 잘 사용할듯 합니다,1
114,가성비가 매우 좋은거 같습니다,1
115,한번썼는데도 촉촉하니 좋아요,1
116,저렴하며 촉촉해서 좋아요.,1
117,선물했어요 좋아하시네요,1
118,가성비쩌는 마묭드 스킨,1
119,원래쓰던거에요 죠아요,1
120,순하고 좋은 것 같아요,1
121,마몽드라 믿고 씁니다,1
122,그냥 편하고 좋네요. .,1
123,촉촉하고 흡수잘돼요.,1
124,무난합니다,1
125,"쟁여두고 써보려고요.
생각만큼 향은 그렇게 제 취향은 아니지만
정말 놀라운 가격에 좋은 제품 쓰는 거 같아요.",1
126,"최애템 ~ 에센스같은 농축된 스킨이라 건조한 제 피부에 진짜 잘 맞고 ,이거 안쓰고 다른거 쓰면 벌써 피부가 건조한게 느껴집니다 매우 만족하며 쓰고 있어요",1
127,"에센스같아서 흡수도 잘되고
가격도 저렴하니 좋아요~^^",1
128,보습력이 좋고 촉촉해서 피부가 부드러워지네요,1
129,샘플도 괜찮고 가성비좋게 잘 샀습니다,1
130,빠른 배송 가격대비 너무 좋아요,1
131,가격대비.너무 좋은 스킨입니다,1
132,네 친구에게 이야기해주었어요,1
133,자렴한가격애 잘 받았습니다,1
134,가성비 좋은 아이템 좋아요,1
135,항상 구매하는 제품입니다,1
136,촉촉하니 보드랍네요,1
137,피부 흡수가 너무 잘되요! 여름에도 스킨케어를 촉촉하게 하는 게 좋다! 라고 하시는 분들에게 추천드려요 무겁지 않은 제형임에 비해 촉촉해요,1
138,늘 쓰던 제품이라 주문해ㅛ어요! 빠른 배송 감사합니다,1
139,"마몽드 오랜만에 다시 써보는데
오래가는 브랜드는 이유가 있는듯 합니다
잘 쓸께요",1
140,배송도 빠르고 좋아요ㅎㅎ,1
141,몇년전부터 꾸준히 사용하는 데일리 무난템인데 저렴하게 잘 구매했어요^^,1
142,향이라우발리는 느낌은 촉촉하고 좋은데 바를때 좀 따가워요. ㅠ,1
143,피부가 건조해서 항상 이것만써요 촉촉함이 오래가거든요,1
144,항상 쓰던거라서 좋아요^^ 배송도 적당하고 향도 좋네됴,1
145,이렇게 샘플까지 오고 저렴하게 잘구매했어요.,1
146,스킨이 많이 필요해서 별도로 구매했어요,1
147,늘 쓰는 제품이에요. 가성비 갑입니다,1
148,항상재구매해서애용하는제품입니다,1
149,포장도 잘되있고 저렴해서 좋아요,1
150,좋은데 상품이 찢어져서 욋어요,1
151,사용해 보니 제품이 좋아서 계속 사용중 이네요 일단 제품이 순하고 보습도 좋고 무엇보다 끈적임이 없어서 아주 좋아요 앞으로도 죽 사용 할꺼에요,1
152,촉촉해서 건성피부에 좋네요,1
153,한번써보곤 여기꺼만씁니다,1
154,최고입니닺ㅎ 아주 좋아욯,1
155,피부자극없고 편안합니다,1
156,너무 부드러워서 좋아요,1
157,촉촉하고 향도좋아요,1
158,배송빼고 다 좋아요,1
159,"향도 괜찮은데,첫날 사용후 얼굴이 약간 붉어서 며칠후 사용하기로,,",1
160,이것만써요!! 사계절 내내 안끈적한데 촉촉함 오래가고 좋아요. 할인하니까 넘 좋아요ㅠㅠ근처에 매장 다 없어져서 슬픈데 계속 할인해줬으면 좋겠어요ㅠㅠ,1
161,"늘 쓰는 스킨인데 세일해서 저렴히 구매했어요

생각지 않은 사은품도 왔네요",1
162,"우연히 사용해보고 스킨은 이것만 써요.
제형이 너무 맘에 들어요.",1
163,쪽쪽하고부드럽게흡수되네요^^저렴가격대에좋응제품이에요강츄,1
164,이전부터 계속 쓰던 스킨제품인데 피부에 잘맞는거 같아요,1
165,촉촉한 수분감이 오래 지속되고 끈적이지 않아서 좋아요.,1
166,스킨만 다써서 구매했는데 쿠폰쓰고 저렴히 샀어요,1
167,자주쓰는 제품인데 배송도 빠르고 만족합니당,1
168,언젠가부터 사용하게된 제품인데 괜찮아요,1
169,항상쓰던 스킨들 트러블토너는 닦토로 스킨소프너는 봄 가을 겨울에 좋은 스킨 순하고 좋아요 샘플도 많이주고 좋네요~~,1
170,쓰던거라 나름싸겐사세 좋아요,1
171,"원래 계속쓰고있는 최애템입니다^^ 할인마니 받아서 더좋아요~~엄마랑 같이쓰고있어서 두개주문했어요
촉촉해서 겨울에는 더좋아용 ㅎㅎ 사은품도 챙겨주셔서 감사합니다^^ 코로나조심하세요 모두~~♡♡♡",1
172,주기적으로 구매하는 제품이에요. 꾸준히 믿고쓸수 있는 제품이라 좋습니다 :) 배송도 빨랐어요,1
173,가격도저렴하고마음에드네요,1
174,묽지 않은 타입이라 좋아욧!!,1
175,쓰던 제품이라서 재구매해요,1
176,받은사람이 매우 만족한대요,1
177,재구매할려구요 좋아요,1
178,오래쓰니 정이 가네요,1
179,저렴하게 사서 좋아요,1
180,저렴하고 좋아요,1
181,싸고 좋네요,1
182,너무 너무 좋아용ㅎㅎ,1
183,"잘 받았습니다^^
포장 너무 잘 해주시네요!
오랜만에 사용해봅니다.
유분기는 없고 산뜻하네요.
촉촉함이 오래 남길 기대해봅니다♡",1
184,이미 사용중입니다 만족합니다 다만 가격이 너무 비싸서 ㅠ,1
185,향도은은하고 촉촉하고좋습니다사은품도 좋구요,1
186,마몽드 쓰기 좋아요 부드럽고 촉촉해요 좋아서 항상 써요,1
187,만족합니다. 발송도 빠르고 샘플도 고맙습니다,1
188,늘 쓰던거라 믿고 구매했어요 사은품도 챙겨주셔서 감사합니다,1
189,늘 사용하는건데 너무 좋아요! 추천추천,1
190,예전에 쓰고 괜찮아서 재구매했습니다. 끈적끈적하지도 않아서 사용하기 좋습니다.,1
191,"가격도 저렴하고 배송도 빠르고 좋습니다
샘플 많이 주셔서 감사합니다",1
192,칼배송입니당ㅋㅋ배송도 빠르고 뽁뽁이에 안전하게 잘 왔어용 유통기한도 넉넉하고 가격도 아주만족스럽습니당 잘쓸게여!,1
193,"세라마이드 크림만쓰다 스킨도 좋을거라
믿고 주문햇어요",1
194,"촉촉하고 좋아요
같이 온 로션 샘플도 괜춘",1
195,좋아요 감사합니당 저렴하게 구입했어요,1
196,마몽드 수분보충의 최고의 상품이네요,1
197,매번 구입 해서 잘 사용하고ㅜ있어요,1
198,배송두 빠르네요. 사은품 누락없이 잘 왔어요. 유통기한은 2023년 12월까지네요.,1
199,착한 가격에 좋은 제품을 구매했어요,1
200,배송도 빠르고 상품도 최근거에요,1
201,촉촉하고 좋아요 항상쓰던거에요,1
202,촉촉하게 잘 흡수되는것같아요,1
203,깨끗하고 부드러워서 좋아요,1
204,향기도 좋고 막쓰기 좋아요^^,1
205,자주 사용하는 상품이예요~,1
206,양도 많고 향도 만족합니다,1
207,샘플써보고 순해서써봐오,1
208,감사합니다. 잘 쓸께요^^*,1
209,가볍게 사용하기 좋아요,1
210,마몽드기초만 사용해요,1
211,촉촉하고 좋습니다~~,1
212,가성비가 좋아요,1
213,조아요조으네요딱조아요,1
214,돈 좀더 주고 작은 사이즈까지 사는게 전 더 좋더라구요. 휴대할수 있어서요. 그래도 쿠폰 써서 좋은 구매했어요~,1
215,"스킨만 필요해서 급하게 구매 했는데요.
써보니 촉촉하고 향도 그리 진하지
않아서 좋네요~^^",1
216,사용하던건데 저렴해서 구매했어요~ 착한 가격에 유통기한까지 길어서 만족합니다^^,1
217,아이고 어머니께서 로션을 말씀했는데 스킨을 샀네요 불효자는 웁니다ㅠㅠ,1
218,"아주 만족하는 제품이예요~
스킨은 요것만 쓰고 있어요~^^",1
219,배송 중 파손이 있었지만 본품은 멀쩡한게 다행입니다.,1
220,무거운 감이 없고 가볍고 깔끔해서 재구매 했습니다,1
221,총알배송감사요^^내가원하던젤타입이라좀네요,1
222,늘 쓰던 제품 입니다. 촉촉하고 너무 좋아요 ~,1
223,좋아요~포장도 업그레이드되어서 좋네요.,1
224,여행용샘플도 챙겨주셔서 감사해요,1
225,친구 선물로 사줬는데 좋아하네여!,1
226,가성비가 좋아 계속사용중입니다.,1
227,"딸들이 사용합니다.
촉척하다네요.",1
228,발림성도 좋고 양도 많인 좋아요,1
229,"만족합니다
보습도 좋고 용량도 많아서 좋아요
사은품도 감사합니다",1
230,용량이많아서넉넉하게잘씁니다,1
231,항상 쓰는 제품이라 좋아요~~^^,1
232,빠른배송감사드립니다,1
233,저의 피부에 잘맞아요,1
234,스킨을 많이써서 한번에 많이 구매했어요 가격대비 좋은 상품입니다,1
235,가격저렴하고 좋아요,1
236,가성비가 짱 짱!!,1
237,이거 바르니까 피부가 부드러워졌어요 아주아주 만족이요,1
238,제품은 만족하나 향이 별로여서 별하나 빼요,1
239,세라마이드는 처음 구매해봐요 보습이 잘 되었으면 좋겠어요 ^^,1
240,조아요 조아요 맘에 쏙 들어요~,1
241,"샘플 사용해보니 좋아서 구입했어요
다른곳보다 저렴하게 구입했어요",1
242,"매번 쓰는 스킨 배송도 빠르고
잘받았어여",1
243,좋아오 잚슬게요 사은품이 푸짐해요,1
244,항상쓰고있는데흡수도잘되고좋아요,1
245,저한테 잘맞아서 계속 쓰고있어요,1
246,촉촉하고만족합니다만족합니다,1
247,엄마가 촉촉하다며 좋아하세요,1
248,자극없이 촉촉해서 자주 써요,1
249,저렴하게 잘 구입했습니다 ^^,1
250,싼맛에 듬뿍 바르고 좋아요,1
251,만족해요 자주 사용하네요,1
252,만족하고 잘바르고있어요,1
253,잘받아서 잘쓰고 있어요,1
254,이 제품만 사용합니다,1
255,무난하게잘쓰고있어요,1
256,저렴할때 잘 구매한듯!,1
257,항상 마몽드만 씁니다,1
258,강사해요~~,1
259,"와이프가 좋다고 주문해달라해서 주문했어요
잘쓸게요~~",1
260,뭔가 본품보다 많이주는것 같은 이 혜자스러운 마몽드.. 진짜 살때마다 샘플에 안놀란적이 없어요 너무 좋아요,1
261,싸고 순하고 부드럽고 촉촉해서 얼굴에 팍팍 바르고 있어요. 트러블 안생겨 좋아요.,1
262,배송도 빠르고 사은품도 좋아요,1
263,가성비가 좋은 제품이에요. 저희 어머니께서 애용하고 계십니다.,1
264,"스킨은 처음인데 생각보다 향이 진해요
물스킨 아니고 약간 콧물제형입니다
닥토보다는 수분공급용으로 좋겠어요",1
265,늘사용중인제품 쿠폰으로싸게구매했네요 샘플까지푸짐합니다,1
266,향도 괜찮고 점성도 적당하고 무난히 막쓰기 좋아요~,1
267,배송도 엄청 빠르고 샘플도 챙겨주셔서 좋으네요~,1
268,늘쓰던 제품입니다~^^ 부담없이 사용하기 좋아요!,1
269,처음 사보는데 촉촉하고 좋네요 또 구매할게요,1
270,원래 쓰던건데 저렴하게 구매해서 만족합니다,1
271,세라마이드라주문했어요~~건조함이덜했음~~,1
272,엄마가좋다고하시네요다음에또주문할께요,1
273,"가격대비 진짜 좋아요
n번째 구매중이에요",1
274,써본 스킨중 젤 촉촉 하고 좋아요~ 정착템,1
275,가격이 저렴하고 촉촉해서 좋아요,1
276,배송만족합니다상품만족합니다,1
277,가성비좋아요 잘쓸께요,1
278,배송빠르고 만족합니다,1
279,항상 이것만 써요~,1
280,"에멀젼과 같이 사용하려고 구매하엿는데,
에멀젼만큼 자극적이지 않고 순하고 촉촉해서
좋은 상품이에요 :)
오프라인보다 더 싸고 빠른 배송과 유효기간도
넉넉한 상품으로 보내주셔서 감사드려요!",1
281,good,1
282,손과 목에 사용하는데 촉촉하고 좋아요. 가성비 좋은 제품에 샘플까지 줘서 더 좋아요.,1
283,신랑이 피부가 예민해서 여성용 스킨을 쓰는데 양도 많고 괜찮다고 합니다. 다 쓰면 또 구매할게요.,1
284,"동생이 원래 사용하던거라서 주문했어요
남자가 바르기에 끈적거리지 않고 좋데요",1
285,"항상 남편하고 같이 사용하는제품이라
만족하면서 재구매하며 잘 쓰고 있어요",1
286,끈적임 없이 촉촉하게 잘스며들어 이 제품만 쓰네요 가격도 만족스럽구요,1
287,스킨만 많이 써서 항상 대량 구매합니다 배송도 빠르고 잘왔어요,1
288,빠른 배송이네요~포장도 진공으로 잘 왔구요~샘플 스킨25mml 크림15g으로 보내주셨어요^^다음에 재구매할려구요^^,1
289,매번 구매합니다 대박나세요 항상 촉촉하게 다니는 듯요,1
290,감사합니다 감사합니다 ㅎㅎ 네 선생님 저 오늘 하루,1
291,배송포장도 꼼꼼 쌤플도 보내주시고잘쓸께요,1
292,늘 쓰던스킨입니다양도 많아 편히쓸수있어요,1
293,싸고 트러블 없이 촉촉하고 가성비 최고에요.,1
294,"세일행사때 저렴하게 구매, 만족합니다.",1
295,제품은 써봐야 알겠지만 친절하네요,1
296,샘플 써보고 좋아서 구매했어요 보습도 좋고 촉촉한데 끈적임은 거의 없어요~,1
297,촉촉해서 매번 구입하게되네요~^^,1
298,"배송빠르고, 가성비 좋습니다.",1
299,"기본템, 무난해서 쓰기 좋아요",1
300,무난하게 사용하기편합니다,1
301,저렴하고촉촉해서 조아요,1
302,저렴한가격에 구매했어요,1
303,샘플까지 챙겨주니 감사~,1
304,제품 배송 다 좋아요,1
305,늘쓰던거에요!!!!!!!,1
306,셋트 시킨거라 같이 도착해도 되는데요?셋트가먼저 주문했어요^^^,1
307,가격대비 좋아요,1
308,마몽드 좋아요,1
309,잘쓰고 있어요,1
310,촉촉해요,1
311,잘 배송되었습니다. 매우 만족스러웠고 좋았습니다.,1
312,엄마가쓰시던제품 특가로 구매해서 보내드렸더니 너무 좋아하셔서 좋습니다.,1
313,제품이 좋아서 항상 사용하고 있어요. 빠른 배송에 감사드립니다.,1
