,content,ans
11,"레드에너지 세럼 피부결개선에 너무좋아서 쟁여놓고 사용중인데 레드슬리핑마스크나와서 구매안할수가없네요.
앰플도 엄청많이 챙겨주시고 달력도
주방에 붙여놨어요
너무 이쁜달력 감사해요^^
슬리핑마스크는 쫀쫀탱글한느낌이라 너무 만족해요.
피부가 촉촉해집니다^^",1
12,"먼저 샘플받은거 먼저 써보고 좋아서 구매해야지 하고 있었는데 마침 라이브온으로 하길래 얼른 구매했어요
사은품도 챙겨주시고 무엇보다 재가 홍조기 있는 붉은편에 요즘 너무 건조했었눈대 바르고 촉촉하고 건조함이 사라졌어요 향도 좋고 가격도 좋아요",1
13,"묽은 제형인데 흡수력도 좋고 촉촉하게 잘 유지되네요. 사은품이 어마어마해요. 세럼 하나 샀는데 스벅카드에 화장수도 여러개. 내가 뭘 산거지? 하는 느낌이 들 정도로 많은 사은품까지.. 득템했습니다.
중요한건 구매한 제품이 참 마음에 들어요. 좀 더 사용해봐야 알겠지만 며칠 사용해보니 제형,흡수력,지속력좋아요. 마몽드가 명품 화장품보다 낫네요. 👍👍👍",1
14,뭐가 본품인지 모를정도로 구성이 정말정말 푸짐해서 놀랐어요! 예전에 샘플로 써봤던 레드 에너지 세럼이 만족감이 높아서 본품으로 구입해봤습니다~ 피부 속을 채워주는 느낌이 좋아요. 보송한 마무리로 산뜻해서 여름에도 애용하려구요 👍❤️,1
15,세럼이 똑 떨어져서 겨울은 엘리자베스 아덴 에잇아워크림 쓰다가 봄엔 너무 무거워서 그냥 수분크림만 쓰고 있었어요 마침 세일 한다길래 샀는데 엄청 가벼운데 깊숙이 흡수되는 느낌이에요!! 대만족합니다 ㅎㅎ 글고 샘플도 엄청 보내주셨네요 ㅠ 감사합니다!! 👍 행사 자주해주세요 꾸준히 쓸게욥!! 💝,1
16,"꺅 ㅠ 사은품으로 주신 가방이랑 집게핀 너무 이뻐요 ㅠ ㅠ
30 미리 세럼하나 샀을 뿐인데 샘플도 넘 빵빵하게 주시구용
잘쑬게요
아쉬운건 세럼 통 색상이 좀 촌스럽달까 옛날 엄마화장대에있던 화장품 느낌,, ㅎ
그리고 향이 딱히 좋지않네요
오자마자 레드 세럼이랑 사은품으로 주신 파란색 크림 써봤는데 둘 다 향이 별로에요
인공향이 안들어간건지(그런거면 오히려 좋은거고) 안 좋은 향이 들어간건지...
그치만 기능성이니 기능만 좋으면 되었죠 뭐
사실 요새 sns에서 광고 하거나 인플루엔서들이 파는 그런 화장품도 가격대가 비싼데
아모레는 대기업이지만 예전엔 비싸다고만생각했는데말이죠
마몽드. 아이오페. 샘플도 넉넉히 주셔서 너무 조와용 :)",1
17,"기대했던제품이라 받는날 바로 사용했어요
사은품 너무 푸짐~푸짐~~^^
빨간색 에센스가 나올것 같앟는데 내용물은 불투명한 흰색이네요ㅋ
바르면 빠르게 흡수되고 번들거리지 않아 좋은데 많이 촉촉하진 않은거 같아요 그래서 전 두번 발라요
마몽드 믿고 (레드 에너지 리커버리 세럼)열심히 사용해 보겠습니다",1
18,"구성이 너무 좋아요~~
마몽드 레드 세럼이 유명해서 꾸준히 써보려합니당 이제 피부 이것저것 신경써야 할 나이라서요ㅠㅠ 암튼 촉촉하고 발림성도 좋아요 아직 오래 싸보지 않아서 모르겠지만 30ml는 너무 작아서 쓰고 하나 더 사보려구요
다른 마몽드 제품들도 써볼수 있어서 더 좋아요ㅋㅋ",1
19,"일단 사은품이 너무 많아서 감동했어요!!
세럼이 촉촉하고 발림성이 좋은데 아직 사용한지 이틀 정도밖에 안돼서 드라마틱한 효과는 못 느꼈어요..
슬리핑 마스크는 바르고 자면 아침에 일어날때까지 촉촉하더라구요! 근데 그런거에 비해 크게 끈적이지도 않구요. 아직까지는 이벤트로 딸려온 마스크에 더 만족 중이에요:)",1
20,어머니가 항상 쓰시는 제품이에요. 용량대비 좀 가격대가 나가서 항상 세일할때마다 사는...ㅎㅎ 흡수력좋구여 건성이면 매우건조할 에센스제형이에요. 어머니는 복합성피부라 잘 맞는거같아요 지성까지도 맞을거깉아요 워낙수분력이좋아서 ㅎㅎ,1
21,"샘플 실화입니까? ㅠㅠㅠ 여기서 구매하면 본품 뿐만아니라 포인트에 샘플 폭탄까지 받아서 뭔가 뿌듯해여...! 심지어 제품까지 좋구 ㅠ 데이랑 나이트로 용도별로 나눠져있고, 또 흡수력과 촉촉함까지 남달ㄹㅏ서 너무 좋네요 ! 만족하며 사용중입니다 ~~!",1
22,"마침 스킨이 다 됐는데 ..
덕분에 스킨 걱정 없이 듬뿍 쓸 수 있을 만큼
샘플응 챙겨주셨네요 ㅎ
감사합니다 :)
처음 써보는데..
한병 다 쓰고,, 트러블케어가 완화된다 싶으면
재구매할 생각이에요 ㅎㅎ
우선 한달 꾸준히 써볼게요 :)",1
23,"레드세럼이랑 마스크는 아직 안써봤지만 왠지 좋을 것 같은 느낌적인 느낌!! 일단 세라마이드 크림이 넘 만족스러웠구 요 레드세럼도 평이 좋아서 더 기대중이여유~~
이번에 구매한거 다쓰고 좋으면 기초제품 아예 마몽드 정착할까봐요~!ㅎㅎㅎ 이벤트 자주 해주세용 마멍듀...ᰔ",1
24,"배보다 배꼽이 큰게 이런 느낌일까요ㅋㅋㅋ
샘플이 너무 많아서 이러면 정말 감사합니다🥰
주문할때 체크박스에 스벅이라고 되어있어서 뭐지?했는데 진짜 카드를 넣어주셨네요!
커피도 잘마시겠습니다!
상품평이 너무 좋아서 구매했는데 꾸준히 써볼게요!",1
25,겨울철이라 피부가 건조한편이라 관리의필요성을 느껴 한번 주문해보았어요^^ 5일후면 효과가있다는 리뷰를 보았는데 한번믿고 사용해볼께요!! 배송도 빠르고 구성품도 좋아 대만족입니당. 하필 제가 날씨가 넘추울때 주문해서 화장품이 살짝 얼었는데 사용하는데 큰문제는 없겠죠?ㅎㅎㅎ 달력도 스티커도 엽서도 넘나러블리입니당♥️,1
26,2일차라서 트러블에 관한건 안나는것같고요. 확실히 결 개선이라던지 피부의 밝기가 밝아졌다는걸 느낄 수 있었어요.광고가 너무 많아서 의심을 하며 구매했지만 촉촉함과 피부결개선만큼은 2일만 썼는데도 효과를 본 듯 합니다.,1
27,처음엔 향기가 너무 강한가 했는데.. 꽃향기라 그런지 시간이 지나면 좀 익숙해 지긴 해요~~ 하루이틀만 발라봐도 촉촉함이 생각보다 오래 간다는 걸 느낄 수 있었던 것 같아요~ 꾸준히 써보면 더 효과가 좋을거라 기대해 봅니다^^,1
28,"가격도 너무 저렴하고, 혜택도 너무 좋아서 구매했어요.
레즈에너지세럼은 전에도 사용해본적 있기 때문에 믿고 쓰는 제품입니다.^^
가을,겨울 되니 건성인 저한테 조금 가볍긴하지만.. 몇번 레이어드해서 바르고 유분 많은 크림으로 덮어주니 좋네요~~~",1
29,"전에 쓰고 너무 좋아서 또 구매하는 레드세럼!!지금 3병째인데 진짜 좋아요ㅠㅠㅠ특히 더운 나라에 여행갔을때 저거 하나만 있으면 담날 촉촉하고 화사하게 피부가 정된되어서 꼭 들고 갔었는데 지금은,,집에서 만족하고 있습니다ㅎㅎ",1
30,상품은 많은분들 아시듯이 넘나 좋아요 다만 배송중에 어떻게 쌤플 뚜껑이 열렸는지 의문이네요 25ml 한병이 뚜껑이 열려서 한방울도 남김없이 다 쏟아졋네요 쇼핑백도 못쓰고...25ml면 일주일 넘게 쓸 용량인데... 재배송은 욕심이겠죠...,1
31,사은품을 이렇게 많이 챙겨주다니 ㅜㅜ 앞으로 마몽드 살 땐 네이버 쇼핑으로만 사려구요 ㅠㅠ 레드세럼 좋다길래 처음 써봤는데 촉촉하고 기분 좋은 느낌이네요 뾰루지안나고 효과있었으면 좋겠어요 마몽드 제품은 대체로 맞는편이라 ㅎㅎ,1
32,"마몽드로즈 토너는 늘 사용하는 제품인데 기분인지 세안하고 토너용으로 사용해요 닦아내고 기초를 하는데 안 할 때보다 피부도 부드러워지고 맑아지는 기분(?)
지난 번 토너 500ml 두통 구입하니 함께 보내준 팩이 넘 좋아 세일 기회(10+10+5)에 2세트 구입해서 일일 일팩으로 사용중 강추!",1
33,"와.... 일요일에 시켰는데.... 월요일에 도착하는 대기업 클라쓰...☆
나는 분명 본품 5개 시켰는데 사은품으로 주는게 더 많은 대기업의 배포...☆
본품 유리병으로 만들고, 택배 포장도 종이테이프로 하는 환경까지 생각하는 마음!
아첨은 여기까지 하고....
저렴하게 좋은제품 잘 구입했습니다.
발림성도 좋고, .
화장품 잘못 바르면 얼굴이 쉽게 화끈화끈 한데 그런것도 없고 좋습니다.",1
34,"샘플로 우연하게 받아서 써보고 사용감이 정말 좋아서 본품 구매했어요! 세럼이랑 마스크 사용감이 정말 좋습니다. 얼굴이 부들부들해요 ㅋㅋ
다만 세럼은 가을/겨울에 쓰긴 좀 건조한거 같고,
봄 여름에 쓰면 좋을거같아요.

전 개인적으론 슬리핑마스크가 맘에 들어서 산거라 ..ㅎㅎ 슬리핑 마스크가 본퓸으로 나왔으면 좋겠어요.",1
35,"네통째 쓰는데 너무 좋아요
또 다써서 방금 또 주문 했네요
비싼 가격도 아닌데 부담없이 사용가능하고
저한테 잘 맞는거 같아요
그런데 30ml 사면 한달이면 다쓰는거 같아서 좀 아쉬워요 ㅠㅠ 50ml나 100ml로 대용량 팔면 좋을 것 같아요,,!",1
36,"와 마몽드 제품 구매할때마다 선물 받는 느띰이라 너무 좋아요!
세럼은 흡수가 정말 잘 됩니다! 흡수가 너무 빨라 놀랄 정도!
촉촉한데 흡수는 잘 되 신기행ㅎ!
근데 앰플색 빨간색이라 에센스 색깔도 빨간색일 줄 알았는데 하얀색이네요ㅎㅎ",1
37,"마몽드 레드에너지 리커버리 세럼 전에도 써보고 좋아서 이번에 이렇게 좋은 기획구성 있길래 주저않고 바로 구매했어용!! 혜자스럽게 샘플들 가득가득 보내주시니 넘 좋네용💜 마몽드 토너도 말안해도 넘 좋은거 잘알쥬~! 보내주신 토너, 세럼, 크림까지 바르니 촉촉하게 매끈하게 피부결을 만들어줘서 넘 좋아용! 잘쓸게요^^",1
38,"상품위에 종이는 왜 덮여있는건지.....????
충격완충제로 넣으신거면 에어캡을 넣지 않나요??
종이는 충격완하가 아예되지도 않는데.........
택배 오픈하고 좀 지저분하다는 생각이 들더라구요.
다행히 상품에 하자는 없어요.
토너가 넉넉해서 좋네요 세럼에 여러.",1
39,"이 제품은 샘플을 워낙 많이 사용해보고 맘에 들어서 본품 구매해서 사용중이에요! 피부결 개선과 좁쌀여드름에 효과 많이 봤고 여름에 사용하기에도 좋고 여러겹 레이어링 하기도 좋아요~
건조함이 심하면 건조하다고 느끼실 수 있을 것 같아요.
발림성, 흡수력 다 좋습니다",1
40,"구성품이 풍성해서 좋고 심지어 가방도 귀엽네요
주인공 세럼은 바르고나니 촉촉하게 잘 스며들어 마몽드 첫구매인데 성공인거 같네요~~피부결은 좀 더 사용해봐야 알 수 있겠어요. 오늘 받아 처음 사용한거라 아직은 변화를 느끼긴.....",1
41,"구성은 샘플지, 한율 키트, 집게핀, 런치백, 본품 웹기에 있는 구성 그대로 오구요

런치백은 귀여운 맛으로 쓸 거 같아요
진짜 도시락 넣는 가방이라 포켓은 따로 없고 그냥 빳빳한 재질에 자수 놓여져 있어요

제품은 탄력라인이라 그냥저냥 추워지는 계절에 쓰려고 샀어요 ^^",1
42,한달동안 사용해본 결과 쓸만해요. 낮보다는 밤에 자기전에 사용하시는거 추천드려요. 크기도 적당하고 무엇보다 발림성이 부드러워서 좋아요. 스킨 바르고 다음단계에 사용하시고 로션 수분크림 바르시면 되는데 더 촉촉한 느낌이 있긴해요. 겹겹이 바르시는거 좋아하시는 분들에게 추천드려요.,1
43,머선129ㅠㅠㅠ 배송도 빠르고 세럼 사는데 슬리핑 마스크도 증정받았는데 무슨 본품보다 증정이 더많아요 ㅠㅠㅠ 블루 캐모마일이랑 같이 시켰는데 진짜 선물받은 기분이에요ㅜㅜ 그립톡도 너무 졸귀라 바로 붙여서 사진은 못찍어서 아쉽네요 ㅠㅠ 꼭 사세여 여러분~~~!,1
44,"사용하고 있는 제품인데 이번 기획제품으로 또 구입했어요! 제 피부가 건조한 편이라서 이제품 바르면 촉촉함이 꽤 지속되서 저한텐 잘 맞는제품여서 넘 만족스러워요:-) 제품뿐만아니라 사은품 구성도 너무 좋아요~
앞으로도 이런 기획 상품 많이 팔아주세요♡",1
45,산뜻한 마무리감이에요 사은품은 엄청 주셨는데 제가 분명히 사은품 여쭤보고 슬리핑팩이 온다는 답변 받자마자 바로 주문을 했는데 다른 패키지 사은품이 왔네요;; 슬리핑팩 받고싶었는데 답변을 정확하게 주셨으면 좋았을텐데요,1
46,"전설의 마몽드빨간병ㅋ
올리브영에서 출시기념으로 세일할 때 써보고 넘 좋았죠ㅜㅜ 다른 세럼들 한바퀴 다,,돌아봤으나 이것만한게 없어요ㅜ
가격도 너무 괜찮고 구성은 더 괜찮아요ㅎ 샘플로 온 크림도 너무 좋아서 이것도 본품 구매할거에요!",1
47,구성이 너무 좋아서 안 살 수가 없었어요! 예전에 레드세럼 런칭 이벤트 때 샘플 신청해서 썼었는데 괜찮았던 기억이 나서 구매했습니다. 가방도 너무 귀엽고 샘플들도 유용하게 잘 쓸 수 있을 것 같아요. 이런 이벤트 자주 했으면 좋겠네요.^^,1
48,항상 써보고싶었는데 좋은 기회로 써보네요 ㅠㅠ 샘플주신것만해도 본품양이고.. 지금3일발랐는데 확실히 피부결좋아진거같아요 신랑은 냄새가 석유라고 놀리는데 ㅡㅡ 그런 냄새아니구 그냥 향료미첨가된거라서 그런거같아요 막 꽃향 이런건아니지만 인위적이지 않아서 좋아요,1
49,예전에 한번 써 봤던 에센스인데 발리는 느낌이 아주 메끄러웠던 기억이 있어요. 이번에는 할인상품 구성으로 판매되어 구매하였네요. 알찬 구성과 꼭 필요한 제품이어서 너무 마음에 듭니다. 마스크팩도 에센스가 가득해서 아직 사용 안 해봤지만 좋으리라 생각합니다.,1
50,배송이 정말 빨리왔어요! 라이브방송 때 구매했는데 싸게 사고 사은품도 엄청 많이 받아서 박스 한가득 받았네욯ㅎㅎ 선물받은거 마냥 좋습니다. 레드 세럼 처음 써보는데 피부결 잡아준다더니 바르면 보들보들해져서 넘 좋습니다. 재구매 의사 100이에요!!,1
51,제형은 묽은 콧물(?)제형인데 세럼이라고 쫀득한느낌이 있습니다. 아직 건조한계절은 아니라 잘은 모르겠지만 이정도면 촉촉한듯합니다. 이계절에 건성이 쓰기엔 좋은듯 합니다. 그런데흡수가 막 빠르진않아요. 저렴하게 잘산듯합니다.,1
52,"딸생일선물로사주면서저도같이하나구입해서써봤는데
완전홀릭됐어요ㅎ
딸도완존좋다구하네요
끈적이지않구매끄럽게발려서피부에잘흡수되는거같다구ㅡ저두건성이구퍼석퍼석한피부인데몇번쓰다보니진짜피부가촉촉하구맑아진거같아요ㅎ
세안후퍼스트세럼으루건조되기전에바루바르믄당김도없구좋은거같아요
전짐벌써세번째구매해서쓰고있는데
에선스는쭈욱이걸루만쓰려구여ㅎ",1
53,"광고와 블로그, 여러 후기들을 보고 기대에 차 물건을 시켰네요 헌데 참으로 배송이 썩었네요 유통시스템상에는 원활히 돌아갔을지 모르지만 제품포장을 어떻게 이렇게 하죠 30x30 정도의 뽁뽁이 한장에 크림 세럼세트 소모품 가그린 이 모든걸 덮어서 왔네요 거참 배송 진짜 뭐같네 어찌나 박스만 크고 뽁뽁이가 부족했으면 안에서 물건이 돌아다녔는지 다 열려서 옴 기가막히다진짜",1
54,"끈적끈적 거리지 않아서 좋아요 합리적인 가격으로 구매할 수 있어서 좋아요
그리고 사은품 엄청 주셨네요ㅎㅎ 본품보다 샘플이 훨씬 많아요ㅎㅎ 같이 보내주신 캡슐 앰플도 촉촉해서 좋고 센텔라 토너도 좋네요 제 피부랑 잘 맞는 거 같아요ㅎㅎ",1
55,"제가요제품레드에너지세럼을산거는포장색부분까지도신경써서선물이벤트하려고구매한건데 포장이완전화장품만빼고다찌그러져서포장뚜껑도열린채로오고다시닫으려해도 겉포장재찌그러짐이워낙심해
그냥어쩌나고심중에있어요？？？？？？？~☆",1
56,우선 패키지가 너무 맘에 들어요 기획으로 포함된 마몽드 크림이랑 토너도 맘에 들어요 광고만큼 단시간에 효과가 느껴지지 않고 꾸준히 써야 거의 다써갈 때쯤 결정리된 게 느껴졌던 거 같아요 띄엄띄엄 사용하다보면 크게 효과를 못느끼는 것 같아요,1
57,안티에이징 제품은 너무 무거워서 쓰고나면 좁쌀이 생겼는데 이 제품은 바를 때는 촉촉하고 흡수력은 빨라서 끈적하지 않아 좋아요! 20대분들이 안티에이징 시작하기에 적당하네요 :-),1
58,하루써봤지만 괜찮은것같아요 꾸준히 써봐야죵 사은품으로 여러가지를 챙겨주신것같은데 감사히 잘쓰겠습니다^^,1
59,배송은 바로다음날 됐구요 친환경 포장재와 완충재를 사용해서 아주 좋았어요~피부가 아주 건조해서 바로 흡수해버려서 인지 엄청 촉촉하다는 느낌은 못받았어요 좀더 꾸준히 써보려구요~,1
60,할인행사와 증정품도 있어서 재구매했어요. 흡수력이 좋아요. 바르면 바로 흡수되고 끈적임은 전혀없어요. 효과가 있을거라고 생각하고 토너 후에 열심히 사용 중입니다. 사용감은 일단 상당히 좋습니다.,1
61,동생 추천으로 구매해봤는데 꾸준히 써보려구요!! 무엇보다 샘플을 많이 주셔서 너무 좋아요ㅎㅎ,1
62,좋은 구성에 잘 산거 같아요..저번에 잘 쓰고 또 구매했어요~^^,1
63,"다자인부터 와인그라데이션케이스라 뭔가 황산화세럼 효능이 제대로인 느낌
아모레환율 애정하는 아이템 쭈욱~~~테스트해보니 수분 막이 듬뿍 감쏴줘요",1
64,"복합성피부30대입니다.
바르면 산뜻하고 답답하지않아서 좋았어요.
향도 좋고 제형도 일반에센스 정도입니다
한달바르니까 피부도 좀 맑아지네요",1
65,"반년째 꾸준히 사용중인데, 이번에 세일하길래 2개 쟁였어요! 저번달에 다른 제품 사용했봤는데 바로 트러블 올라오길래 다시 레드 세럼으로 정착했습니다ㅠㅠ",1
66,"친구추천으로 구매하게됬어요!!!
매우만족합니다!!
촉촉하고빨리스며드는걸 좋아하는데 아침저녁으로쓰기 정말좋아요!!!",1
67,건조한요즘에피부신경쓰여구매합니다..포장도꼼꼼하고사은품도좋네요~~!!!,1
68,"원래 세럼 쓰다가
살 때가 됐는데
행사기간이라 득템했네요",1
69,"요즘 속건조가 심해서 상품평 보고 구입했는데
일단 막 발랐을때는 촉촉하네요
자고 일어나보면 알겠죠
이것저것 많이 챙겨주셔서 다 써보려면
바쁘겠어요~~",1
70,우선 제품은 좋아용.. 저렴한 가격에 세트라니.. 행복행복..ㅎㅎ,1
71,배송도 빠르고 사은품도 진짜 많이 줬어요,1
72,"쓰던 제품이 있어저 아직 사용전~
사은품이 본품만큼의 용량으로
가득와서 깜짝 놀랐네요~^^
잘 사용할께요 ~~",1
73,세럼은 아직 사용 전이지만 다른 제품을 사용했을때 부드럽고 순해서 좋아요.,1
74,재구매에요 좋아서다시샀어요,1
75,우선 세럼이 촉촉해서 너무 좋아요! 그리고 사용하면서 트러블도 안올리오고 촉촉하게 만들어줘서 만족합니다:),1
76,가격대비 만족합니다 흡수력도좋고 발림성좋아요~~ 스타벅스카드까지 넘 만족합니다. 샘플도만족합니다.,1
77,샘플 받아서 써보니 좋아서 바로 구입했네요~! 역시나 촉촉하고 너무 좋아요~!그리고 더맘에 드는건 샘플을 많이 주셔서 너무 좋네요~! 너무 만족이에요~!,1
78,생각보다 크기가 많이 작았지만 그래도 흡수력이 좋고 촉촉해요. 거기다 스벅 상품권 까지 득템해서 저렴하게 잘 산거 같아요.,1
79,"이거 쓰고피부가 매끈해졌다는 생각해서 재구매했어요
당연히 제품은 좋아서 또 구매했고
웬만해선 리뷰 안남기는데 생각지도 못한 선물 받는 느낌이라 기분이 좋네용",1
80,슬리핑 마스크 이름그대로 밤에 바르고 자면 피부가 달라요. 매끈하고 촉촉한 느낌이에요. 에너지 세럼도 피부결이 괜찮아진 것 같아요,1
81,"배송도 빠르고 오늘 처음 발라봤는데 촉촉하고
괜찮은것 같아요!
빨리 피부결이 매끈해졌으면 좋겠어용",1
82,환절기에 자주 사용하는 제품입니다. 레드세럼 진짜 결 관리에 너무좋고 무겁지도 가볍지도 않아서 꾸준템입니다. 그리고 서비스가 좋아서 여기서만 사고있어요!!,1
83,트러블 안나고 무난무난해요! 다만 제가 극 건성이라서 단독으로는 힘들고 중간 단계로 좋아요,1
84,촉촉하고 사용감이좋고 흡수가잘되요,1
85,원래 한번 써보고 좋아서 재구매의사가 있었는데 이번에 할인하면서 너무 착한 가격에 말도안되는 풍성한 사은품까지 !!! 너무 좋아요 !!! 감사합니다 잘 쓸게요 !!ㅔ,1
86,샘플 써보고 결개선에 놀라 구매했습니다! 양이 조금 작은것같지만 만족하고 또 구매의사가 있습니다 사은품도 많이주셔서 만족합니다,1
87,브랜드데이로 알게되고 2통째 썼네요~ 너무 편하게 사용한 탓인지.. 양이 적다고 느껴졌어요~ 그래도 촉촉하고 바르고 난 다음 날엔 좀 더 피부상태가 좋은 걸 느끼네요~,1
88,평소 잘 쓰던 제품인데 특가에 별다방쿠폰까지 증정품제공되어 넘 좋아요. 촉촉하게 발림도 좋고 피부에도 흡수 짱입니다. 다음에도 또 사용 예약이요^^,1
89,트러블케어는 마스크때문에 잘 모르겠지만 촉촉한데 쫀쫀해서 좋더라구요 양이 세상 아쉬운...ㅎㅎㅎ 슬리핑마스크도 너무 미끌거리거나 유분지지않고 수분크림같고 좋아요!,1
90,"예전에 쓰던 제품인데 얼굴이 푸석푸석하고 안좋아서 다시 써보려고 구매했어요~
어제 구매했는데 하루만에 도착한 칼배송..
사은품도 감사합니다~ 그립톡 넘 귀여워요!
써보고 후기도 한번 !",1
91,레드세럼 꼭 써보고 싶었는데 마침 기회가 닿아서 저렴하게 구매했어요 체감가 매우 저렴해서 좋아요ㅜ(안사면 백프로 할인이지만ㅜ),1
92,본품 용량은 작아도 챙겨주신 사은품이 너무 많아 감동입니다. 더 예뻐지도록 할께요. 적극 추천해요~~,1
93,촉촉하고 발림성 좋아요~ 트러블없고 부드럽게 발리지만 피부결개선 효과가 뛰어난건 잘 모르겟어요,1
94,"세럼은 다쓰고 슬리핑마스크만 찍을수있었네요.
확실히 자극없고 촉촉해요.
시트팩을 별로 선호하지않는데, 슬리핑마스크 크림형태로 바르니까 너무좋았어요 추천합니다.",1
95,봄여름에 꼭 쓰는 제품이에요~ 받자마자 샘플부터 쓰고있는데 블루 카모마일크림도 좋네요~,1
96,촉촉하고 바르면 부드러워지고 피부결이 좋아지는 느낌입니다. 샘플을 많이 줘서 좋네요.,1
97,샘플먼저 사용중이에요~ 향은 강하지 않고 피부에 바로 흡수되서 끈적임이 없어 좋네요~,1
98,가격대비 가성비 너무 좋아요. 본품 하나에 사은품은 언제나 넉넉합니다. 잘 쓸게요.,1
99,"항상 쓰는제품 너무 싸게 잘 쟁여놨어요
너무 좋아요 좋아",1
100,세럼 하나 구입한건데 사은품이 많이왔어요 5일 체험 써보고 좋아서 구입했어요! 쇼핑백도 있고 너무좋네요 만족입니당,1
101,"피부에서 광나유
트러블올라오는ㄱㅓ없고 사용하기좋아요",1
